TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,objID,RAJ2000,DEJ2000,errHalfMaj_x,errHalfMin_x,errPosAng_x,cell,sky,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,Ng,Nr,Ni,Nz,Ny,gPSFf,gmag,e_gmag,gmagStd,o_gmag,b_gmag_x,B_gmag_xa,gKmag,e_gKmag,gFlags,rPSFf,rmag,e_rmag,rmagStd,o_rmag,b_rmag_x,B_rmag_xa,rKmag,e_rKmag,rFlags,iPSFf,imag,e_imag,imagStd,o_imag,b_imag_x,B_imag_xa,iKmag,e_iKmag,iFlags,zPSFf,zmag,e_zmag,zmagStd,o_zmag,b_zmag_x,B_zmag_xa,zKmag,e_zKmag,zFlags,yPSFf,ymag,e_ymag,ymagStd,o_ymag,b_ymag_x,B_ymag_xa,yKmag,e_yKmag,yFlags,angDist_x,RAJ2000_x,DEJ2000_x,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr_x,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xa
39628511161354371,126.25189059850754,31.54221285229375,1.2648975317639606,QSO,-0.03164015638262774,0.002395610191756174,1.2736959756352308E-5,45.23016239361993,,8.45534456116564E23,true,J082500.44+313232.3,126.251858,31.542308,0.223,0.205,94.0,15.452,14.124,11.195,8.445,,,,0.048,0.052,0.135,,,,,1270131801241007799,0000,0,00nn,AABU,,0.357987,145851262519191288,126.2518886983,31.54221120243,0.003,0.003,90.0,1958,87,436527256,52,0.00305410264,0.00304715908,56214.246856604,5,60,10,8,12,16,14,0.999695,19.1611,0.0203,0.0652,8,19.0463,19.2378,19.2022,0.0271,115000,0.999573,18.9574,0.0098,0.0281,6,18.9127,18.9862,19.0367,0.0151,115000,0.999225,18.9972,0.007,0.0475,10,18.8925,19.0471,19.0783,0.0185,115000,0.999655,19.0171,0.0237,0.1357,14,18.9439,19.3155,19.1012,0.0419,115000,0.999172,19.1471,0.0509,0.1385,14,18.924,19.3077,19.1374,0.0568,115000,0.008323,126.251895,31.542324,GALEX J082500.4+313232,6374047207555861473,6374047207552712704,AIS,125.868288,31.432871,208.0,213.0,191.2313,32.662,50089,1281,40,0.344948,true,3,0.0512,0,0,22.2815,0.3945,20.1336,0.0989,3.4615,0.3945,0.0536,0.0989,3.3841,0.4341,0.0897,0.0946,3.1205,0.4735,0.064,0.1144,256,0,0,0,4.44025,1.61277,32.1053,2.92292,1133.38,2189.3,1133.86,2189.28,4.018,4.194,0.002,0.002,0.9977,0.9532,0.1344,0.1631,-29.5,-23.96,-28.9,-28.76,9.3809,1.306,3.5,7.95E-4,6.88E-4,3.5,4.65E-4,3.89E-4,166.9,185.4,0.788,0.73,0.54,1.27,1.05,0.14,0.22,C,0,1,6374047207555861504,6374047207555861473,0,1,6374047207555861504,6374047207555861473,6374047207555861473,N,0.0,0.400769
39628511169742112,126.80371754987591,31.59262622206476,1.7072971569913387,QSO,-0.06250292804220992,0.0,4.8448417808688235E-5,45.54733594689408,,0.0,true,J082712.90+313533.4,126.803761,31.592612,0.498,0.448,80.0,16.607,15.156,11.741,8.419,,,,0.112,0.107,0.219,0.261,,,,1270131801241009570,0000,0,01nn,BABB,,0.143182,145911268037071800,126.80371799984,31.59262480463,0.004,0.004,90.0,1958,86,436527256,52,0.00376874116,0.0037594441,56030.75999045,10,62,12,13,18,11,8,0.999472,20.0559,0.0289,0.0999,10,19.919,20.2573,20.118,0.0349,115000,0.999538,19.9669,0.0279,0.16,11,19.8304,20.3329,20.0205,0.0368,115000,0.999679,19.7288,0.0261,0.1081,16,19.6205,19.9515,19.8619,0.0236,115000,0.999569,19.7636,0.025,0.0924,9,19.5816,19.8578,19.8904,0.0426,115000,0.998684,19.6163,0.0821,0.2468,7,19.3689,20.0567,19.4665,0.1301,115000,0.005286,126.803694,31.59246,GALEX J082712.8+313532,6378480460985536397,6378480460984483840,AIS,126.921784,31.277466,222.0,222.0,191.3077,33.1305,50215,1953,61,0.330716,true,1,0.0468,0,0,,,22.5715,0.4197,,,2.4915,0.4197,,,2.3743,0.3762,,,2.4053,0.6944,0,0,0,0,,,3.39946,1.31368,,,2168.2,2683.56,,7.377,,0.003,0.9542,0.0,0.1698,,-76.88,-80.22,,,0.0,149.879,3.5,5.64E-4,4.69E-4,,,,173.3,191.8,,,1.28,,,0.53,,C,0,1,6378480460985536512,6378480460985536397,0,1,6378480460985536512,6378480460985536397,6378480460985536397,N,0.0,0.604063
39628511169744230,126.90713593620104,31.57422182560566,1.0994223978377295,QSO,-0.0601999149285416,0.0,1.6271988015016176E-5,45.02729329151047,,0.0,true,J082737.72+313427.0,126.907199,31.574177,0.753,0.687,83.0,16.943,15.912,12.08,9.099,,,,0.145,0.196,0.292,,,,,1270131801241011217,0000,0,nnnn,BBBU,,0.251628,145881269071709739,126.90713500177,31.57422176644,0.006,0.006,90.0,1958,86,436527248,52,0.00584562482,0.00584562482,56149.803995533,5,56,12,13,16,12,3,0.999852,20.586,0.0256,0.0927,11,20.4248,20.7429,20.6222,0.0611,115000,0.999675,20.4197,0.0477,0.2016,11,20.1383,20.9076,20.5498,0.0838,115000,0.999215,20.4266,0.0424,0.2083,15,20.1456,20.9365,20.391,0.0803,115000,0.999087,20.3641,0.0232,0.1357,12,20.294,20.746,20.4616,0.0555,115000,0.997324,20.1204,0.0503,0.0552,3,20.0735,20.1745,19.9217,0.2809,115000,0.002874,126.906795,31.574131,GALEX J082737.6+313426,6378480460987633460,6378480460984483840,AIS,126.921784,31.277466,222.0,222.0,191.3539,33.2114,50215,1953,61,0.29694,true,3,0.0459,0,0,22.3985,0.438,21.3174,0.2083,3.5785,0.438,1.2374,0.2083,3.5842,0.5027,1.5739,0.236,3.7208,0.7716,1.2829,0.2824,0,0,0,0,3.98651,1.60775,10.7901,2.06957,1957.27,2639.36,1957.44,2639.43,6.209,9.017,0.003,0.004,0.9818,0.9784,0.1733,0.3899,-62.72,-69.1,58.49,58.48,10.1557,2.13607,3.5,7.77E-4,6.42E-4,3.5,5.55E-4,3.39E-4,168.6,198.8,0.93,0.5,0.89,1.33,1.31,0.38,0.25,C,0,1,6378480460987633664,6378480460987633460,0,1,6378480460987633664,6378480460987633460,6378480460987633460,N,0.0,1.097309
39628511182326998,127.78755469188964,31.418112278189252,1.1084017600813632,QSO,0.06023939738405759,0.0071541829729006795,2.824830109912834E-5,44.717948848007836,,0.0,true,J083108.98+312505.0,127.787453,31.418059,0.318,0.291,96.0,15.935,14.822,12.215,8.972,,,,0.061,0.077,,,,,,1270131801241014141,0000,0,01nn,AAUU,,0.366831,145701277875272324,127.78755082928,31.41811342923,0.004,0.004,0.0,1958,84,436527248,52,0.00434969908,0.00441590352,56175.399922976,5,56,12,12,14,10,8,0.999648,20.2315,0.0523,0.387,10,20.0046,21.0584,20.2498,0.0672,115000,0.999818,19.8876,0.0269,0.1098,9,19.7566,20.0829,19.9697,0.0482,115000,0.999779,19.9383,0.0274,0.227,11,19.8088,20.4652,19.9783,0.0302,115000,0.999674,20.1411,0.057,0.2368,9,19.9687,20.6378,20.1457,0.0971,115000,0.999343,19.9248,0.0985,0.2435,7,19.5412,20.1236,20.0462,0.0652,115000,0.012569,127.787559,31.418027,GALEX J083109.0+312504,6378480459911794610,6378480459910742016,AIS,127.981453,31.102773,221.0,221.0,191.748,33.9046,50215,1921,60,0.356168,true,1,0.052,0,0,,,21.4156,0.2043,,,1.3356,0.2043,,,1.3966,0.1943,,,1.5374,0.3298,256,0,0,0,,,9.85708,1.85459,,,2320.74,2663.8,,6.485,,0.003,0.9815,0.0,0.2297,,26.95,28.94,,,9.42404,66.6011,3.5,7.47E-4,5.76E-4,,,,177.4,175.9,,,0.75,,,0.31,,C,0,1,6378480459911794688,6378480459911794610,0,1,6378480459911794688,6378480459911794610,6378480459911794610,N,0.0,0.308739
39628511186519428,127.98596051059728,31.517926565394234,1.0161414377464248,QSO,-0.047370473250329614,0.006980135945669208,1.8272546396371803E-5,45.25571988934165,,0.0,true,J083156.64+313104.1,127.986026,31.517824,0.217,0.202,82.0,15.457,14.257,11.397,8.679,,,,0.047,0.052,0.149,,,,,1288131801241007805,0000,0,11nn,AABU,,0.420643,145821279859432142,127.98595880147,31.51792370265,0.005,0.005,90.0,1958,84,436527256,52,0.00477397496,0.00476868499,55877.546840741,5,50,6,11,14,13,6,0.999102,20.0556,0.0144,0.0336,4,20.0115,20.0872,20.1223,0.0546,115000,0.999494,19.8889,0.0223,0.0917,9,19.7497,20.0612,19.9846,0.0307,115000,0.999811,20.0244,0.0586,0.2347,12,19.5492,20.3512,20.1172,0.0511,115000,0.999133,19.9336,0.0289,0.1417,12,19.8229,20.2157,19.8563,0.0702,115000,0.999311,19.8468,0.0909,0.1647,6,19.682,20.0532,19.8833,0.1084,115000,0.011564,127.9858,31.517968,GALEX J083156.5+313104,6378480459913892269,6378480459910742016,AIS,127.981453,31.102773,221.0,221.0,191.6781,34.0923,50215,1921,60,0.415211,true,3,0.047,0,0,21.598,0.2968,20.4851,0.119,2.778,0.2968,0.4051,0.119,2.9527,0.3575,0.4815,0.1134,2.6499,0.3356,0.4204,0.1416,0,0,0,0,8.33307,2.2775,23.226,2.54563,1913.93,2903.96,1914.71,2903.31,7.901,5.754,0.003,0.002,0.9849,0.9783,0.2053,0.3263,-51.06,-61.4,1.87,1.86,10.0926,4.38547,3.5,8.5E-4,6.76E-4,3.69467,6.71E-4,4.52E-4,175.8,193.3,0.369,1.39,0.59,1.18,0.99,0.19,0.2,C,0,1,6378480459913891840,6378480459913892269,0,1,6378480459913891840,6378480459913892269,6378480459913892269,N,0.0,0.514234
39628511194908708,128.59791781036205,31.541357906921665,1.5714247505264392,QSO,-0.03234644450431551,0.004592875813307042,2.5168921389893717E-5,45.84215917548502,,0.0,true,J083423.52+313229.0,128.59802,31.541398,0.184,0.172,92.0,15.106,13.636,10.732,8.31,,,,0.045,0.041,0.098,0.268,,,,1288131801241009331,0000,0,011n,AAAB,,0.345754,145851285979420198,128.59791608228,31.54135559643,0.002,0.002,0.0,1958,82,436527256,52,0.0015549042,0.00156111764,56196.963811932,5,57,11,9,15,9,13,0.99948,18.5147,0.0069,0.0222,6,18.4774,18.5298,18.5981,0.0182,115000,0.99941,18.4101,0.0102,0.0356,6,18.3741,18.4747,18.5288,0.018,115000,0.999703,18.2712,0.0087,0.0495,11,18.1696,18.3045,18.3558,0.0146,115000,0.99894,18.2581,0.0093,0.0455,8,18.2287,18.3433,18.3779,0.0151,115000,0.999334,18.3272,0.0234,0.0777,11,18.2163,18.4566,18.4701,0.0376,115000,0.009864,128.598102,31.54125,GALEX J083423.5+313228,6378480449176470336,6378480449173323776,AIS,128.950618,31.889138,220.0,220.0,191.7952,34.6057,50215,1601,50,0.459294,true,3,0.0512,0,0,20.8207,0.1963,20.1489,0.1,2.0006,0.1963,0.0689,0.1,2.0748,0.1953,0.1486,0.0945,1.9642,0.2144,0.0895,0.1143,256,1,0,0,17.0507,3.08143,31.6547,2.91339,2614.1,1060.03,2613.92,1060.3,6.939,7.126,0.003,0.003,0.9634,0.9274,0.1447,0.0593,-21.83,-22.66,-37.55,-37.53,7.68409,2.75547,3.5,8.68E-4,7.43E-4,3.85902,7.12E-4,6.7E-4,173.0,188.4,0.834,0.5,0.56,0.95,0.83,0.16,0.14,C,0,1,6378480449176470528,6378480449176470336,0,1,6378480449176470528,6378480449176470336,6378480449176470336,N,0.0,0.687343
39628516278406905,123.66779995043645,31.778546441868354,1.1524245103743056,QSO,8.370692795610646E-4,0.0,1.9870756604668712E-5,45.40937702810649,,0.0,true,J081440.28+314642.7,123.667845,31.778533,0.199,0.181,83.0,15.416,13.925,10.85,8.868,,,,0.05,0.044,0.097,0.412,,,,1235131801241019229,0000,0,110n,AAAC,,0.144223,146131236678294854,123.66779847544,31.77854528832,0.003,0.003,0.0,1957,93,436527256,52,0.00284784329,0.00284866762,56145.050760123,5,59,8,8,16,15,12,0.999363,19.4577,0.0172,0.0899,6,19.4248,19.6374,19.53,0.0112,115000,0.99906,19.1964,0.0268,0.0925,6,19.1488,19.3379,19.2941,0.0341,115000,0.999792,19.2672,0.0173,0.1134,9,19.1813,19.5581,19.2862,0.0249,115000,0.999419,19.3151,0.0266,0.0981,11,19.1209,19.3918,19.3791,0.0428,115000,0.998951,19.1325,0.0432,0.1262,12,18.9249,19.3631,19.107,0.0624,115000,0.006134,123.667806,31.77853,GALEX J081440.2+314642,6374047209703345102,6374047209700196352,AIS,123.757309,31.698493,110.0,218.05,190.3183,30.591,50089,1345,42,0.110453,true,3,0.0368,0,0,21.0139,0.3136,19.5165,0.0723,2.1939,0.3136,-0.5635,0.0723,2.0136,0.2656,-0.4705,0.0723,1.7743,0.2632,-0.5627,0.0783,0,17,0,3,14.2706,4.121,56.6752,3.77123,2099.81,2071.9,2100.07,2072.13,8.662,3.645,0.004,0.002,0.989,0.9978,0.128,0.073,23.96,23.44,29.42,29.38,8.8494,2.20495,3.5,8.59E-4,7.49E-4,4.62635,6.26E-4,5.81E-4,160.3,111.8,0.82,0.51,0.51,1.0,0.81,0.11,0.15,C,0,1,6374047209703345152,6374047209703345102,0,1,6374047209703345152,6374047209703345102,6374047209703345102,N,0.0,0.063061
39628516337124140,127.56810293203263,31.799928408330018,1.7018642636057248,QSO,0.05047467457008881,0.002514533019513823,2.957965199914528E-5,45.49868977668473,,0.0,true,J083016.35+314759.8,127.568161,31.79997,0.592,0.526,82.0,16.704,15.233,12.616,8.686,,,,0.125,0.122,0.529,0.377,,,,1270131801241017479,0000,0,10nn,BBCC,,0.232174,146161275680990583,127.56810550849,31.79992804633,0.004,0.004,90.0,1958,95,436527256,52,0.00429196984,0.00428921152,56135.364956442,5,58,8,14,19,11,6,0.999074,20.3883,0.0269,0.1,8,20.2885,20.5976,20.4392,0.0552,115000,0.999757,20.2157,0.0337,0.0805,13,20.0601,20.3323,20.3275,0.0328,115000,0.999616,19.8675,0.0195,0.1815,14,19.2809,20.0423,19.9699,0.0463,115000,0.998945,19.9184,0.0344,0.1382,10,19.668,20.1072,19.9513,0.0705,115000,0.999417,19.8807,0.0537,0.0707,5,19.8119,19.9847,19.9916,0.2123,115000,0.00799,127.568198,31.800036,GALEX J083016.3+314800,6378480450248115288,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,191.2483,33.8115,50215,1633,51,0.371081,true,1,0.0455,0,0,,,22.2269,0.4631,,,2.1469,0.4631,,,2.2903,0.3816,,,2.3398,0.712,0,0,0,0,,,4.66927,1.99112,,,2511.43,1248.22,,7.967,,0.003,0.9498,0.0,0.2133,,44.1,45.34,,,7.9671,4.77511,5.0195,6.26E-4,4.92E-4,,,,163.1,195.8,,,1.42,,,0.56,,C,0,1,6378480450248115200,6378480450248115288,0,1,6378480450248115200,6378480450248115288,6378480450248115288,N,0.0,0.484245
39628516337128316,127.79956154790307,31.759919016128435,1.655974015825028,QSO,0.01240273861047081,0.0,4.971975050623343E-5,45.09934941132866,,0.0,true,J083111.90+314535.8,127.799589,31.759948,0.268,0.244,87.0,16.783,15.393,12.552,8.83,,,,0.111,0.11,0.369,,,,,1270131801241015930,0000,0,00nn,BBCU,,0.134112,146111277995682558,127.79955734094,31.75992120677,0.004,0.004,90.0,1958,94,436527256,52,0.0042900852,0.0042598863,56163.755465787,5,58,10,11,18,10,9,0.999169,20.2737,0.0227,0.1426,9,20.2061,20.5208,20.4202,0.0611,115000,0.999019,20.076,0.0214,0.0877,8,19.9784,20.2289,20.1415,0.0388,115000,0.999815,19.8533,0.0197,0.1554,16,19.4312,20.0123,19.9623,0.0213,115000,0.998833,19.8171,0.0427,0.1232,9,19.6897,20.0365,19.9787,0.0402,115000,0.999217,19.6378,0.0795,0.2332,7,19.3019,20.0325,19.7535,0.0579,115000,0.0151,127.800177,31.759887,GALEX J083112.0+314535,6378480450248115109,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,191.3501,33.9942,50215,1633,51,0.322773,true,1,0.0485,0,0,,,21.3952,0.2314,,,1.3152,0.2314,,,1.5885,0.2397,,,1.7404,0.424,0,0,0,0,,,10.0443,2.13991,,,2038.3,1151.1,,10.679,,0.004,0.9786,0.0,0.4003,,-86.61,-88.26,,,10.679,0.923725,3.5,9.59E-4,5.75E-4,,,,160.6,184.1,,,1.0,,,0.43,,C,0,1,6378480450248115200,6378480450248115109,0,1,6378480450248115200,6378480450248115109,6378480450248115109,N,0.0,1.886656
39628516341318826,127.880116068017,31.69415712450485,1.1401603916299532,QSO,0.12246607354104011,0.0,2.807051144816234E-5,44.98518941656995,,0.0,true,J083131.22+314139.2,127.880124,31.69423,0.494,0.449,86.0,16.655,15.334,12.562,9.235,,,,0.098,0.106,0.396,,,,,1270131801241015866,0000,0,00nn,AACU,,0.264641,146031278800753667,127.88010293957,31.69417060636,0.01,0.01,90.0,1958,94,436527232,52,0.01028228088,0.01028228088,55926.992906709,5,47,9,12,19,6,1,0.999224,21.692,0.0919,0.2476,7,21.4899,22.0662,21.5294,0.1152,115000,0.999615,21.3414,0.051,0.177,10,21.1488,21.6958,21.3818,0.0548,115000,0.999638,20.9133,0.0673,0.3044,16,20.511,21.5407,20.7779,0.1158,115000,0.998878,20.6456,0.0496,0.1146,6,20.5255,20.8288,20.7468,0.1293,115000,0.998075,20.0267,0.1666,,1,20.0267,20.0267,,,115000,0.06303,127.87978,31.69404,GALEX J083131.1+314138,6378480450248114789,6378480450247065600,AIS,127.856409,32.079111,210.1,210.1,191.4461,34.045,50215,1633,51,0.385582,true,1,0.0481,0,0,,,21.7059,0.2708,,,1.6259,0.2708,,,1.5958,0.2259,,,1.4225,0.316,0,0,0,3,,,7.54477,1.88101,,,1875.82,993.04,,9.941,,0.004,0.9466,0.0,0.3069,,80.43,83.56,,,9.94062,36.8359,3.5,8.31E-4,5.76E-4,,,,166.1,172.5,,,1.0,,,0.43,,C,0,1,6378480450248115200,6378480450248114789,0,1,6378480450248115200,6378480450248114789,6378480450248114789,N,0.0,1.112265
39628516353903160,128.86699463593214,31.841992983649636,1.1101204446524393,QSO,-0.044673581546383956,0.0,1.872042877179831E-5,45.18191100924217,,0.0,true,J083528.09+315031.2,128.867047,31.842008,0.41,0.366,78.0,16.349,14.731,11.307,9.068,,,,0.097,0.083,0.153,0.509,,,,1288131801241018588,0000,0,11nn,AABC,,0.168399,146211288670261005,128.86699285978,31.84199311319,0.004,0.004,0.0,1958,92,436527256,52,0.00414763546,0.00417834195,56297.634727153,5,53,8,11,11,12,11,0.999438,20.0785,0.0296,0.1014,8,19.9137,20.1854,20.16,0.0534,115000,0.999102,19.9483,0.0127,0.0413,7,19.8802,20.0043,20.0439,0.0227,115000,0.999669,19.9529,0.0283,0.0908,8,19.8387,20.1223,20.042,0.0586,115000,0.999117,19.867,0.0287,0.1141,12,19.6521,20.0132,19.9876,0.0429,115000,0.999394,19.8252,0.0313,0.114,10,19.6308,19.9408,19.932,0.0607,115000,0.005452,128.867029,31.841994,GALEX J083528.0+315031,6378480449176471719,6378480449173323776,AIS,128.950618,31.889138,220.0,220.0,191.5008,34.896,50215,1601,50,0.085219,true,3,0.0437,0,0,20.8964,0.1854,20.385,0.1171,2.0764,0.1854,0.305,0.1171,2.0874,0.1822,0.3708,0.1111,2.083,0.2122,0.3093,0.1393,0,0,0,0,15.9019,2.71418,25.4675,2.74665,2062.77,1781.52,2063.37,1781.07,4.442,5.53,0.002,0.002,0.9908,0.9967,0.1301,0.1959,-65.3,-62.5,-84.18,-84.27,5.58458,2.3506,3.5,7.99E-4,6.95E-4,3.5,6.94E-4,5.58E-4,157.5,210.8,0.282,1.17,0.58,0.83,0.74,0.18,0.12,C,0,1,6378480449176471552,6378480449176471719,0,1,6378480449176471552,6378480449176471719,6378480449176471719,N,0.0,0.104653
39628521324152306,116.55365028705022,31.91766680986936,0.6479244694707234,QSO,-0.04165874173522821,0.0,1.709023494368424E-5,45.28489140631633,1,3.318427803995956E23,true,J074612.87+315503.6,116.553649,31.917689,0.103,0.099,101.0,13.865,12.634,10.031,7.431,17.164,16.253,15.53,0.028,0.028,0.051,0.114,0.197,0.192,0.177,1164131801241019163,0000,0,0110,AAAB,0.432,0.08162,146301165536331807,116.55364804548,31.91766677898,0.002,0.002,0.0,1956,99,503636120,60,0.00177593704,0.0018369579,56353.73659704,5,44,2,7,10,9,16,0.999383,18.4476,0.0193,0.0274,2,18.4272,18.4659,18.4888,0.0264,115000,0.998775,18.4343,0.0094,0.0247,5,18.4158,18.479,18.4756,0.0233,115000,0.998717,18.1522,0.0137,0.0456,7,18.1043,18.2252,18.218,0.0172,115000,0.999089,18.1561,0.013,0.0315,8,18.1085,18.1958,18.1913,0.0178,115000,0.999657,18.257,0.0188,0.0905,14,18.1576,18.4671,18.3196,0.0431,115000,0.00685,116.553861,31.917641,GALEX J074612.9+315503,6374047217219535189,6374047217216389120,AIS,116.391378,32.422967,109.0,514.95,188.2551,24.8297,50089,1569,49,0.523708,true,3,0.0637,0,0,19.5838,0.1512,19.242,0.043,0.7638,0.1512,-0.838,0.043,0.7781,0.1532,-0.6427,0.0428,0.7157,0.1558,-0.8324,0.0435,0,1,0,0,53.2698,7.41493,72.9796,2.88967,1591.13,704.21,1590.8,703.9,5.528,4.312,0.002,0.002,0.9824,0.9876,0.2226,0.184,-9.61,-16.52,83.21,83.29,6.47886,2.78124,3.5,0.001145,8.9E-4,3.5,7.68E-4,6.27E-4,405.8,100.6,0.868,0.31,0.55,0.7,0.58,0.11,0.07,C,1,2,6374047217219534848,6374047217219535189+6374047226883216921,1,2,6374047217219534848,6374047217219535189+6374047226883216921,6374047217219535189+6374047226883216921,N,0.0,0.649135
39628521433203659,124.17612964402406,31.978148064071277,1.166208302919194,QSO,0.011416612656886649,0.0019784122146655025,1.7699456663379598E-5,44.92554028589224,,0.0,true,J081642.26+315841.4,124.1761,31.978192,0.931,0.839,88.0,17.081,15.956,12.128,8.838,,,,0.181,0.226,0.337,,,,,1235131801241031045,0000,0,nnnn,BBBU,,0.182487,146371241761584371,124.17612830033,31.97814487796,0.006,0.005,0.0,1957,92,436527248,52,0.00545957418,0.00568155051,56222.60288772,10,40,10,8,12,8,2,0.999241,20.4298,0.0304,0.0838,10,20.3156,20.5655,20.4563,0.0212,115000,0.999667,20.2166,0.0213,0.0669,6,20.1716,20.3109,20.279,0.0217,115000,0.999668,20.1094,0.0341,0.1326,12,19.8477,20.2878,20.1604,0.0316,115000,0.997613,20.2152,0.0577,0.2476,8,20.0265,20.6744,20.3437,0.1256,115000,0.998765,19.8545,0.0663,0.0942,2,19.7948,19.9274,19.8069,0.0985,115000,0.012182,124.176143,31.978189,GALEX J081642.2+315841,6374047209701248981,6374047209700196352,AIS,123.757309,31.698493,110.0,218.05,190.2213,31.0592,50089,1345,42,0.452587,true,1,0.0393,0,0,,,21.1262,0.1777,,,1.0462,0.1777,,,1.1215,0.164,,,1.1264,0.2413,0,17,0,0,,,12.8679,2.10515,,,1064.79,2552.91,,3.499,,0.001,0.9828,0.0,0.2086,,70.22,74.43,,,10.1468,4.29316,3.5,7.94E-4,6.28E-4,,,,169.5,109.5,,,0.71,,,0.29,,C,0,1,6374047209701249024,6374047209701248981,0,1,6374047209701249024,6374047209701248981,6374047209701248981,N,0.0,0.153468
39628521437399671,124.57747563819693,31.90398586968043,0.8932498067721245,QSO,0.031655252582968973,0.0,2.7838276912688045E-5,44.70996580898545,,0.0,true,J081818.59+315414.4,124.57748,31.904004,0.233,0.207,82.0,15.263,14.286,11.921,8.475,,,,0.048,0.06,0.265,,,,,1252131801241021968,0000,0,11nn,AABU,,0.067577,146281245774875377,124.57747353978,31.90398565753,0.004,0.004,90.0,1957,91,436527248,52,0.00440244174,0.00432456266,56130.025572315,5,53,8,10,16,13,6,0.999087,19.7571,0.0593,0.1212,4,19.6126,19.8604,19.9786,0.0318,115000,0.999638,19.6326,0.0191,0.0815,8,19.4993,19.7688,19.6776,0.0268,115000,0.999664,19.6515,0.0212,0.1062,13,19.4194,19.7562,19.641,0.0487,115000,0.999675,19.5119,0.0489,0.2138,10,19.3434,19.9369,19.5084,0.0686,115000,0.999556,19.2482,0.1177,0.2809,6,19.0736,19.7585,19.2514,0.0829,115000,0.006458,124.577557,31.9041,GALEX J081818.6+315414,6374047208629604507,6374047208626454528,AIS,124.820545,31.56953,219.0,219.0,190.4049,31.3704,50089,1313,41,0.393247,true,3,0.0411,0,0,20.8489,0.1664,19.8405,0.0813,2.0289,0.1664,-0.2395,0.0813,1.9531,0.1552,-0.2149,0.0772,1.8491,0.1776,-0.2151,0.0921,0,0,0,0,16.6132,2.5455,42.0549,3.14905,2397.45,2705.64,2396.84,2705.1,3.313,4.495,0.001,0.002,0.9853,0.9974,0.1277,0.1455,-17.93,-6.2,74.94,74.78,8.59151,2.42864,3.5,8.24E-4,7.19E-4,3.51009,6.46E-4,5.52E-4,175.2,188.0,0.374,1.0,0.52,0.85,0.72,0.11,0.12,C,0,1,6374047208629604352,6374047208629604507,0,1,6374047208629604352,6374047208629604507,6374047208629604507,N,0.0,0.480037
