TARGETID,RA,DEC,Z,SPECTYPE,EBV,EBV_ERR,MAD,SIXMICRON_LUM,L6_Z_MATCH_BIN,144_LUM,EDR?,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,objID,RAJ2000,DEJ2000,errHalfMaj_x,errHalfMin_x,errPosAng_x,cell,sky,f_objID,Qual,e_RAJ2000,e_DEJ2000,Epoch,Ns,Nd,Ng,Nr,Ni,Nz,Ny,gPSFf,gmag,e_gmag,gmagStd,o_gmag,b_gmag_x,B_gmag_xa,gKmag,e_gKmag,gFlags,rPSFf,rmag,e_rmag,rmagStd,o_rmag,b_rmag_x,B_rmag_xa,rKmag,e_rKmag,rFlags,iPSFf,imag,e_imag,imagStd,o_imag,b_imag_x,B_imag_xa,iKmag,e_iKmag,iFlags,zPSFf,zmag,e_zmag,zmagStd,o_zmag,b_zmag_x,B_zmag_xa,zKmag,e_zKmag,zFlags,yPSFf,ymag,e_ymag,ymagStd,o_ymag,b_ymag_x,B_ymag_xa,yKmag,e_yKmag,yFlags,angDist_x,RAJ2000_x,DEJ2000_x,name,objid_x,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr_x,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,w_NUV,w_FUV,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd_x,primidd,groupidd,grouptot,OName,Size,angDist_xa
39632976878765684,252.3431415432872,34.74187898582173,0.657990206190891,QSO,0.1115211056003742,0.0,4.4550518660880566E-5,44.30196897672811,,0.0,true,J164922.34+344431.0,252.343122,34.74195,0.205,0.188,108.0,15.327,14.417,12.05,9.16,,,,0.043,0.052,0.204,,,,,2521134801241021711,0000,0,nnnn,AABU,,0.263482,149692523431870818,252.34314039336,34.74187810366,0.004,0.004,90.0,2062,62,436527256,52,0.00371082489,0.00370895322,55958.726909852,5,66,14,15,15,16,6,0.999308,20.023,0.0199,0.1281,11,19.9339,20.3372,20.1037,0.0237,115000,0.999092,20.0219,0.0227,0.1364,11,19.8852,20.3053,19.961,0.062,115000,0.999655,19.9007,0.0302,0.1176,10,19.7609,20.0776,19.8665,0.0378,115000,0.999664,19.8203,0.0299,0.1255,14,19.6057,20.0059,19.7711,0.0465,115000,0.999423,19.6667,0.0237,0.1521,5,19.3901,19.7471,19.5626,0.1327,115000,0.004654,252.3432,34.741925,GALEX J164922.3+344430,6371478718328606104,6371478718325456896,AIS,251.989591,34.650551,218.15,218.15,57.0496,39.1395,50016,385,12,0.304751,true,3,0.0223,0,0,21.2663,0.2442,20.4943,0.1235,2.4463,0.2442,0.4143,0.1235,2.6159,0.2698,0.501,0.1134,2.4351,0.2894,0.4298,0.1397,0,0,0,3,11.3108,2.5438,23.0286,2.61841,1244.35,2144.42,1244.18,2144.26,7.884,6.954,0.003,0.003,0.9862,0.9828,0.1592,0.2457,79.09,81.22,-35.91,-35.78,9.57106,2.97078,3.5,9.06E-4,7.62E-4,3.59696,6.94E-4,5.23E-4,175.4,205.9,0.878,0.49,0.6,1.19,1.0,0.21,0.21,C,0,1,6371478718328605696,6371478718328606104,0,1,6371478718328605696,6371478718328606104,6371478718328606104,N,0.0,0.237888
39632976882959087,252.59204644820306,34.79620767055113,1.3969415884190426,QSO,-0.12636992345917497,0.012084888354407868,4.821416501070447E-5,44.88032227362499,,0.0,true,J165022.06+344746.7,252.591938,34.796323,0.561,0.513,87.0,16.94,15.526,12.906,9.325,,,,0.115,0.116,0.462,,,,,2521134801241020518,0000,0,n0nn,BBCU,,0.525472,149752525920245980,252.5920382155,34.79620315271,0.008,0.008,90.0,2062,71,436527248,52,0.00843552685,0.00843552685,55706.913077868,10,44,11,11,10,12,0,0.999565,21.3719,0.0636,0.2687,11,21.1456,21.8959,21.3701,0.064,115000,0.999579,20.8451,0.0815,0.359,10,20.5658,21.6357,20.8304,0.0865,115000,0.999419,20.8111,0.071,0.3069,10,20.468,21.4639,20.928,0.0821,115000,0.999146,20.7626,0.0654,0.2325,12,20.5384,21.3475,20.8328,0.1271,115000,,,,,0,,,,,114720,0.029272,252.591815,34.796262,GALEX J165022.0+344746,6371478717252768238,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.1587,38.9459,50016,353,11,0.429181,true,1,0.023,0,0,,,22.3041,0.3117,,,2.2241,0.3117,,,2.1402,0.2488,,,2.5831,0.6208,0,1,0,0,,,4.34878,1.24815,,,2910.85,2287.69,,8.356,,0.003,0.9792,0.0,0.1323,,-34.31,-32.91,,,9.4919,36.4973,3.5,7.09E-4,6.15E-4,,,,280.1,185.9,,,1.05,,,0.46,,C,1,2,6371478717252767744,6371478717252768238+6371478718326509284,1,2,6371478717252767744,6371478717252768238+6371478718326509284,6371478717252768238+6371478718326509284,N,0.0,0.711437
39632976882960786,252.69296701699238,34.86067103821391,1.3008537537323053,QSO,0.028568322055992135,0.0,2.9840487113487156E-5,45.3485544578576,2,0.0,true,J165046.34+345138.4,252.693119,34.860694,0.21,0.193,82.0,15.701,14.319,11.346,8.932,,,,0.048,0.048,0.108,,,,,2521134801241020118,0000,0,111n,AAAU,,0.45606,149832526929713383,252.69297120848,34.86067017388,0.002,0.002,0.0,2062,71,436527256,52,0.00245446852,0.00245685022,55844.212997864,5,68,13,15,17,13,10,0.999735,19.7328,0.0169,0.0829,10,19.6133,19.8704,19.8507,0.0195,115000,0.999634,19.4013,0.0144,0.0787,12,19.3065,19.5958,19.4723,0.0202,115000,0.999055,19.3955,0.0182,0.0949,15,19.1843,19.54,19.499,0.0333,115000,0.999321,19.3361,0.0186,0.0827,11,19.2631,19.475,19.5461,0.0624,115000,0.999141,19.2581,0.1137,0.1928,8,19.0144,19.4944,19.0733,0.1136,115000,0.012766,252.693094,34.860726,GALEX J165046.3+345138,6371478717254865874,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.2568,38.8735,50016,353,11,0.384631,true,3,0.0213,0,0,21.5456,0.2957,20.0838,0.0771,2.7256,0.2957,0.0038,0.0771,2.6847,0.2847,0.1057,0.0748,2.775,0.3866,0.0261,0.0858,0,0,0,0,8.74502,2.38104,33.6113,2.38622,2710.71,2442.11,2710.62,2441.51,6.043,4.205,0.003,0.002,0.9837,0.9017,0.1237,0.2878,58.18,65.84,-72.23,-72.42,11.5282,2.25745,3.5,8.86E-4,7.77E-4,3.5,6.61E-4,4.7E-4,277.5,196.7,0.7,0.8,0.52,1.17,0.94,0.12,0.21,C,0,1,6371478717254865920,6371478717254865874,0,1,6371478717254865920,6371478717254865874,6371478717254865874,N,0.0,0.423989
39632976882961114,252.71285265963758,34.719634898158105,2.0077575528547484,QSO,-0.05407440522676116,0.0,2.4879409380825714E-5,46.23700504937239,,3.8105503652950365E24,true,J165051.06+344310.6,252.712782,34.719633,0.166,0.154,85.0,15.391,14.009,10.572,8.303,,,,0.041,0.041,0.06,0.216,,,,2521134801241020064,0000,0,011n,AAAB,,0.208743,149662527128394148,252.71284998989,34.7196347462,0.002,0.002,0.0,2062,61,436527256,52,0.00158760043,0.00160583262,55887.187952718,5,74,11,14,9,21,19,0.999663,18.8191,0.0163,0.0537,8,18.7392,18.8963,18.8498,0.0118,115000,0.999806,18.6692,0.0224,0.1172,13,18.4367,18.7635,18.742,0.0159,115000,0.999301,18.5377,0.0049,0.0187,6,18.5357,18.5642,18.6192,0.0195,115000,0.999588,18.3549,0.0093,0.0524,17,18.2604,18.3931,18.4181,0.0126,115000,0.999099,18.4488,0.0151,0.0909,17,18.3336,18.7301,18.5875,0.0472,115000,0.007919,252.712976,34.719837,GALEX J165051.1+344311,6371478717252767615,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.0812,38.8358,50016,353,11,0.311254,true,1,0.0206,0,0,,,22.4174,0.3147,,,2.3374,0.3147,,,2.3042,0.287,,,2.4382,0.5725,0,0,0,0,,,3.91793,1.13535,,,2672.75,2103.22,,8.105,,0.003,0.9798,0.0,0.4098,,74.04,74.57,,,0.0,21.1101,3.5,7.35E-4,4.34E-4,,,,265.3,197.2,,,0.96,,,0.43,,C,0,1,6371478717252767744,6371478717252767615,0,1,6371478717252767744,6371478717252767615,6371478717252767615,N,0.0,0.81278
39632976887153676,252.9137351905073,34.800859463106,1.2286554795661797,QSO,-0.00815785830852861,0.0042967139234947474,1.989583603689593E-5,44.775076320279375,,0.0,true,J165139.27+344802.5,252.913646,34.800715,0.565,0.508,84.0,16.861,15.786,12.46,9.057,,,,0.109,0.139,0.281,,,,,2521134801241018690,0000,0,11nn,BBBU,,0.582437,149762529136511547,252.91373124891,34.80085778746,0.006,0.006,90.0,2062,71,436527248,52,0.00617491939,0.00617491939,55741.260751675,10,57,13,16,10,18,0,0.999258,20.7636,0.0556,0.2617,12,20.5269,21.459,20.8666,0.0414,115000,0.999654,20.7076,0.0241,0.1243,10,20.4903,20.8224,20.7986,0.0238,115000,0.999678,20.6075,0.0325,0.1494,10,20.3839,20.8026,20.7626,0.0608,115000,0.999694,20.7126,0.0441,0.1426,16,20.5172,21.0274,20.6894,0.0936,115000,,,,,0,,,,,114720,0.013121,252.914149,34.801006,GALEX J165139.3+344803,6371478717252768275,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.2169,38.685,50016,353,11,0.207703,true,1,0.0206,0,0,,,21.1598,0.1572,,,1.0798,0.1572,,,1.118,0.1354,,,1.0677,0.1886,0,256,0,0,,,12.4766,1.8057,,,2275.54,2296.92,,5.721,,0.002,0.9833,0.0,0.1464,,-71.43,-68.16,,,10.7075,7.51115,3.65486,8.06E-4,6.88E-4,,,,259.2,222.9,,,0.62,,,0.23,,C,0,1,6371478717252768768,6371478717252768275,0,1,6371478717252768768,6371478717252768275,6371478717252768275,N,0.0,1.333324
39632976887154218,252.94833137535872,34.63063487386147,0.7900241648468248,QSO,0.07650301503996049,0.0033291582277660994,1.5883156865946085E-5,44.64398581216504,,0.0,true,J165147.60+343750.2,252.948359,34.630628,0.193,0.177,89.0,15.518,14.365,11.889,8.928,,,,0.043,0.046,0.167,,,,,2521134801241016447,0000,0,11nn,AABU,,0.085172,149552529483387378,252.94833127821,34.63063570648,0.003,0.003,0.0,2062,61,436527248,52,0.00331002908,0.00335293253,55835.265068665,5,70,14,15,16,17,8,0.99921,20.0285,0.0219,0.0931,12,19.9839,20.1847,20.1137,0.0389,115000,0.999501,20.0334,0.0319,0.1239,14,19.9015,20.3583,20.0579,0.031,115000,0.998984,19.9758,0.0274,0.1198,15,19.7549,20.1145,19.9333,0.032,115000,0.99956,19.666,0.0255,0.1126,16,19.4256,19.8445,19.7602,0.0539,115000,0.999052,19.6047,0.0665,0.1299,8,19.4194,19.7778,19.8164,0.0641,115000,0.003011,252.948299,34.630735,GALEX J165147.5+343750,6371478717254864126,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.0071,38.6307,50016,353,11,0.109395,true,3,0.0201,0,0,20.8589,0.1993,20.0091,0.0824,2.0389,0.1993,-0.0709,0.0824,2.0868,0.2083,0.0268,0.079,1.9598,0.217,-0.0486,0.0907,256,256,0,0,16.46,3.02125,36.0043,2.73089,2209.25,1887.58,2208.84,1888.16,5.309,6.562,0.002,0.003,0.9799,0.9835,0.2009,0.1737,73.58,70.34,-5.44,-5.55,10.7201,2.63691,3.5,9.43E-4,7.53E-4,3.5,7.27E-4,6.01E-4,228.9,216.8,0.418,1.02,0.53,0.91,0.78,0.13,0.14,C,0,1,6371478717254863872,6371478717254864126,0,1,6371478717254863872,6371478717254864126,6371478717254864126,N,0.0,0.37153
39632976887154653,252.97164721003023,34.860889680538115,0.7974872917483676,QSO,0.27227766546368093,0.0037980570133521988,2.4860154646913418E-5,44.83273701400496,4,0.0,true,J165153.21+345139.2,252.971734,34.860895,0.191,0.177,95.0,15.351,14.234,11.244,8.525,,,,0.043,0.047,0.106,0.253,,,,2521134801241018250,0000,0,011n,AAAB,,0.255932,149832529715843743,252.97164688758,34.8608932105,0.004,0.004,0.0,2062,71,436527248,52,0.00383726619,0.00387863337,55802.461850612,5,73,18,16,17,18,4,0.999682,20.7268,0.0228,0.1045,18,20.6007,20.9141,20.8039,0.0427,115000,0.999617,20.3324,0.0268,0.1021,14,20.1806,20.5216,20.3759,0.0323,115000,0.999606,20.0959,0.017,0.0934,15,20.0159,20.2797,20.0492,0.028,115000,0.999561,19.8378,0.0297,0.1513,18,19.5578,19.9884,19.8868,0.0535,115000,0.999014,19.8992,0.0247,0.0974,4,19.7468,19.9588,19.822,0.1365,115000,0.012743,252.97174,34.860809,GALEX J165153.2+345138,6371478717252768750,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.3019,38.6476,50016,353,11,0.233999,true,1,0.0186,0,0,,,22.7889,0.4189,,,2.7089,0.4189,,,2.6811,0.3961,,,2.4788,0.5881,0,0,0,0,,,2.78253,1.07322,,,2161.87,2440.27,,4.616,,0.002,0.8628,0.0,0.104,,-21.52,-20.84,,,1.99994,33.1912,3.77571,5.3E-4,4.75E-4,,,,264.3,219.6,,,1.07,,,0.47,,C,0,1,6371478717252768768,6371478717252768750,0,1,6371478717252768768,6371478717252768750,6371478717252768750,N,0.0,0.399533
39632976887156941,253.11495257469537,34.65155087907933,0.7510681596582135,QSO,0.19110059501778753,0.002177019459931779,1.7573341309522443E-5,44.89561889155468,3,0.0,true,J165227.58+343905.8,253.114944,34.651626,0.153,0.145,95.0,14.908,13.79,11.103,8.756,,,,0.037,0.037,0.099,0.332,,,,2540134801241008837,0000,0,000n,AAAB,,0.271041,149582531149302465,253.11495365956,34.65155047738,0.003,0.003,90.0,2062,60,436527256,52,0.00292130331,0.00289894707,55875.080409734,5,71,13,14,14,17,13,0.999697,20.0504,0.0287,0.0779,10,19.9179,20.1218,20.1125,0.0509,115000,0.99916,19.7504,0.0401,0.1,10,19.5389,19.8909,19.7733,0.0405,115000,0.999454,19.4898,0.0377,0.0878,9,19.3832,19.6504,19.5358,0.0398,115000,0.99975,19.291,0.0268,0.093,16,19.1805,19.4917,19.2676,0.0398,115000,0.999637,19.304,0.0442,0.202,11,19.1438,19.7488,19.418,0.0815,115000,0.003523,253.115164,34.651653,GALEX J165227.6+343905,6371478717252767132,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.0612,38.4985,50016,353,11,0.029644,true,1,0.0176,0,0,,,20.8706,0.1389,,,0.7906,0.1389,,,1.0029,0.1278,,,0.7807,0.1527,256,0,0,0,,,16.284,2.08298,,,1879.32,1938.15,,6.162,,0.003,0.9829,0.0,0.1437,,-4.93,-6.83,,,11.7934,,3.79847,8.86E-4,7.59E-4,,,,249.3,221.9,,,0.65,,,0.26,,C,0,1,6371478717252766720,6371478717252767132,0,1,6371478717252766720,6371478717252767132,6371478717252767132,N,0.0,0.725325
39632976891348247,253.23143806012507,34.62893951180912,1.384031576598139,QSO,0.018101000082984986,0.006449142010239618,2.8249011179239338E-5,44.838080500733824,,1.2327677434953463E24,true,J165255.56+343744.6,253.231523,34.62906,0.345,0.319,92.0,16.119,15.016,12.366,8.995,,,,0.068,0.082,0.303,,,,,2540134801241009027,0000,0,00nn,AABU,,0.500504,149552532314545331,253.23144432014,34.62893932806,0.005,0.005,0.0,2062,60,436527248,52,0.00450193815,0.00452122797,55841.75293004,5,49,12,8,12,14,3,0.999598,20.6071,0.0485,0.0988,8,20.4051,20.7161,20.478,0.0989,115000,0.999354,20.2374,0.0425,0.0705,5,20.215,20.3622,20.2801,0.0712,115000,0.999443,20.1162,0.0364,0.1672,10,19.8123,20.2722,20.1386,0.0731,115000,0.999674,20.0221,0.0675,0.2339,14,19.7957,20.5555,19.9473,0.0824,115000,0.999081,19.771,0.2029,0.4584,3,19.1752,20.0258,19.5084,0.1471,115000,0.018556,253.231461,34.629044,GALEX J165255.5+343744,6371478717252766936,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.0522,38.4004,50016,353,11,0.125394,true,1,0.0179,0,0,,,21.8736,0.2378,,,1.7936,0.2378,,,2.0464,0.2505,,,1.7998,0.3421,0,0,0,0,,,6.46469,1.4157,,,1649.64,1884.07,,6.863,,0.003,0.9767,0.0,0.1882,,40.4,41.88,,,1.91646,0.757817,3.77668,6.62E-4,5.38E-4,,,,249.0,211.3,,,0.82,,,0.35,,C,0,1,6371478717252766720,6371478717252766936,0,1,6371478717252766720,6371478717252766936,6371478717252766936,N,0.0,0.3816
39632976891348844,253.26841597295828,34.69121847865469,1.722056310768233,QSO,-0.042684981067566186,0.0,7.635769716349821E-5,45.57115185739342,,0.0,true,J165304.45+344128.6,253.268578,34.691281,0.606,0.531,91.0,16.715,15.882,12.614,9.393,,,,0.102,0.166,,,,,,2540134801241026310,hh00,0,1nnn,ABUU,,0.529329,149632532684790019,253.2684143048,34.69122072205,0.011,0.011,90.0,2062,60,436527104,52,0.01130391017,0.01130391017,55864.388419942,4,30,8,6,11,5,0,0.999235,21.4969,0.1895,0.281,4,21.2319,21.8083,21.4344,0.1569,115000,0.99965,20.9331,0.0755,0.2752,4,20.8343,21.3217,20.3206,0.054,16892216,0.999404,20.7048,0.0497,0.1853,5,20.4761,20.9528,20.7139,0.0189,16892216,0.998949,20.6391,0.0392,0.0896,4,20.5719,20.7714,20.4686,0.0506,115000,,,,,0,,,,,16416,0.009466,253.268527,34.691584,GALEX J165304.4+344129,6371478717252767404,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.1372,38.3803,50016,353,11,0.161897,true,1,0.0163,0,0,,,22.5956,0.3586,,,2.5156,0.3586,,,2.5859,0.3615,,,3.0421,0.9905,0,0,0,0,,,3.32463,1.09788,,,1576.7,2034.28,,6.666,,0.003,0.7775,0.0,0.4076,,-2.77,-3.3,,,7.68664,,3.5,6.96E-4,4.12E-4,,,,252.4,211.1,,,1.6,,,0.63,,C,0,1,6371478717252767744,6371478717252767404,0,1,6371478717252767744,6371478717252767404,6371478717252767404,N,0.0,1.357336
39632976891350360,253.3609478031509,34.788494310752824,1.5616290685088996,QSO,-0.04662388909577253,0.003171833311945609,4.0808323943505436E-5,45.01165653862546,,4.266143826917124E24,true,J165326.70+344719.2,253.361284,34.788687,0.309,0.291,96.0,16.062,14.803,12.292,9.29,,,,0.063,0.071,0.284,0.525,,,,2540134801241024921,0000,0,00nn,AABC,,1.212863,149742533609636805,253.3609518518,34.78849431706,0.006,0.006,90.0,2062,70,436527248,52,0.00636917234,0.00636917234,55932.124054249,20,49,7,6,21,14,1,0.998286,20.7602,0.094,0.3177,4,20.6815,21.1899,21.0482,0.0649,115000,0.998567,20.8186,0.0327,0.1195,3,20.7236,20.9264,20.7865,0.0778,115000,0.999256,20.4299,0.0269,0.1471,19,20.216,20.7475,20.4884,0.0455,115000,0.999605,20.2754,0.0682,0.2891,13,20.0407,20.9758,20.334,0.0692,115000,0.996935,19.9975,0.2049,,1,19.9975,19.9975,,,115000,0.01197,253.360712,34.788771,GALEX J165326.5+344719,6371478717254865330,6371478717251715072,AIS,253.080211,34.644446,222.0,318.0,57.2749,38.3209,50016,353,11,0.272012,true,3,0.0159,0,0,22.4894,0.4654,22.9159,0.4185,3.6694,0.4654,2.8359,0.4185,3.7882,0.542,2.8131,0.4355,3.5143,0.6301,2.856,0.819,0,0,0,0,3.66648,1.57139,2.47533,0.95384,1397.04,2267.5,1395.4,2267.93,6.38,3.717,0.003,0.002,0.9028,0.9826,0.2098,0.551,15.7,15.09,72.58,72.7,6.41193,3.37855,3.71,5.04E-4,3.98E-4,3.97564,6.65E-4,2.98E-4,263.7,215.8,0.469,2.26,1.35,1.63,1.86,0.55,0.37,C,0,1,6371478717254864896,6371478717254865330,0,1,6371478717254864896,6371478717254865330,6371478717254865330,N,0.0,1.216257
39632976899737919,253.8950094034706,34.671076486039155,1.521631372954692,QSO,-0.0666041985844732,0.007162659549768998,3.9091832555705796E-5,45.518463826698515,,1.3281463201434004E25,true,J165534.77+344016.0,253.894916,34.671116,0.265,0.245,91.0,15.899,14.563,11.466,8.591,,,,0.058,0.061,0.138,0.288,,,,2540134801241012391,0000,0,01nn,AABB,,0.311302,149602538950305979,253.89501183768,34.67107503523,0.003,0.003,0.0,2063,68,436527256,52,0.00264963235,0.00268590016,55966.325315635,5,70,12,16,23,10,9,0.999708,20.0707,0.02,0.1182,11,20.0131,20.3294,20.2243,0.0417,115000,0.999797,19.7096,0.0168,0.0507,13,19.6324,19.7912,19.7964,0.0199,115000,0.999531,19.4458,0.0159,0.066,20,19.3546,19.5967,19.5045,0.0165,115000,0.999177,19.505,0.0463,0.1211,10,19.2994,19.6561,19.6634,0.0547,115000,0.998568,19.498,0.0476,0.1284,9,19.269,19.6848,19.3942,0.0863,115000,0.008901,253.894965,34.671214,GALEX J165534.7+344016,6371478716179025959,6371478716177973248,AIS,254.188391,34.637203,245.0,357.0,57.2176,37.8686,50016,321,10,0.243756,true,1,0.0151,0,0,,,21.3573,0.1693,,,1.2773,0.1693,,,1.4014,0.1475,,,1.352,0.2157,0,0,0,0,,,10.4012,1.62116,,,2500.31,2021.05,,7.004,,0.003,0.9817,0.0,0.2239,,18.4,15.22,,,11.6098,6.54999,3.5,9.16E-4,7.11E-4,,,,284.7,225.8,,,0.7,,,0.3,,C,0,1,6371478716179025920,6371478716179025959,0,1,6371478716179025920,6371478716179025959,6371478716179025959,N,0.0,0.51407
39632976899740540,254.04739429657243,34.73007549826543,1.52104091563428,QSO,-0.054790821491702,0.0082443427742766,4.4637058788571755E-5,45.485081842357964,,2.9260954475252493E24,true,J165611.43+344348.2,254.047633,34.730067,0.497,0.447,86.0,16.835,15.467,11.773,9.061,,,,0.109,0.108,0.167,,,,,2540134801241021523,0000,0,n1nn,AABU,,0.708109,149672540474446758,254.04740270463,34.73007252481,0.003,0.003,0.0,2063,68,436527248,52,0.00318629432,0.00323257655,56246.788352835,5,87,16,18,37,15,1,0.999879,20.5399,0.0138,0.046,10,20.456,20.6187,20.7261,0.0337,115000,0.999672,20.4199,0.0285,0.1302,18,20.189,20.5728,20.5423,0.0369,115000,0.999665,20.0052,0.0111,0.0774,32,19.8459,20.191,20.1116,0.0218,115000,0.999621,20.0756,0.0324,0.1543,14,19.8128,20.2958,20.1291,0.0567,115000,0.9979,19.7204,0.1525,,1,19.7204,19.7204,19.9323,0.2625,115000,0.027082,254.047477,34.730143,GALEX J165611.3+344348,6371478716179026402,6371478716177973248,AIS,254.188391,34.637203,245.0,357.0,57.3173,37.7547,50016,321,10,0.148542,true,1,0.0157,0,0,,,21.8315,0.2176,,,1.7515,0.2176,,,1.7247,0.1828,,,1.743,0.2991,256,17,0,0,,,6.72058,1.34662,,,2199.08,2161.83,,5.568,,0.002,0.9818,0.0,0.0956,,61.56,44.38,,,9.69573,4.62175,3.5,7.09E-4,6.42E-4,,,,277.1,242.3,,,0.73,,,0.32,,C,0,1,6371478716179025920,6371478716179026402,0,1,6371478716179025920,6371478716179026402,6371478716179026402,N,0.0,0.344898
39632976903930818,254.11878416108198,34.840648312367605,1.1479610994800302,QSO,-0.0018164000973320826,0.0021401343244088784,1.4064810858848864E-5,45.08278822856033,,0.0,true,J165628.55+345026.6,254.118967,34.840739,0.17,0.161,80.0,15.188,14.051,11.691,8.976,,,,0.039,0.043,0.157,0.357,,,,2540134801241021161,0000,0,00nn,AABC,,0.631223,149802541187969411,254.11878447103,34.84064872109,0.001,0.001,90.0,2063,78,436527256,52,0.00129859314,0.00127965107,56162.574352459,5,78,10,8,32,15,13,0.999395,18.8147,0.0069,0.0228,6,18.773,18.8244,18.8962,0.0103,115000,0.998874,18.6321,0.0058,0.0221,6,18.6118,18.6725,18.7032,0.0034,115000,0.999608,18.6107,0.0071,0.0427,30,18.5413,18.7017,18.7301,0.0101,115000,0.999022,18.6884,0.0095,0.046,12,18.5994,18.7232,18.7944,0.0149,115000,0.99971,18.5458,0.0177,0.0589,13,18.4549,18.6363,18.6373,0.0454,115000,0.001733,254.118812,34.840654,GALEX J165628.5+345026,6371478716181124427,6371478716177973248,AIS,254.188391,34.637203,245.0,357.0,57.4673,37.7151,50016,321,10,0.211333,true,3,0.0162,0,0,22.1988,0.3645,19.7032,0.058,3.3788,0.3645,-0.3768,0.058,3.3658,0.3725,-0.2987,0.0567,3.5122,0.5789,-0.3768,0.0628,0,0,0,0,4.79171,1.60826,47.7205,2.5494,2058.68,2427.01,2058.19,2426.91,2.89,3.617,0.001,0.002,0.9836,0.9404,0.0182,0.2246,54.9,-40.42,-43.24,-43.26,6.9229,2.14519,3.5,8.28E-4,8.13E-4,3.5,5.3E-4,4.11E-4,289.3,238.8,0.925,0.36,0.49,1.25,0.97,0.09,0.23,C,0,1,6371478716181124096,6371478716181124427,0,1,6371478716181124096,6371478716181124427,6371478716181124427,N,0.0,0.086433
39632976903931991,254.19608077680152,34.76195957655664,1.0739086658893822,QSO,0.11859183341903679,0.005083589301670157,1.9598400490792667E-5,45.21290788270736,3,0.0,true,J165647.07+344543.1,254.19613,34.761986,0.16,0.148,89.0,15.185,13.712,11.132,8.985,,,,0.04,0.036,0.111,,,,,2540134801241021144,0000,0,00nn,AABU,,0.172377,149712541961035007,254.19608129975,34.76195709941,0.002,0.002,0.0,2063,68,436527256,52,0.0016105437,0.00161153898,56215.964983276,5,99,12,16,36,16,19,0.999718,19.4834,0.0246,0.0535,9,19.4261,19.5826,19.5602,0.0177,115000,0.998877,19.0335,0.0102,0.0507,12,18.9617,19.1438,19.141,0.0145,115000,0.999644,18.9197,0.0061,0.0383,31,18.8443,19.0407,19.0138,0.0079,115000,0.999671,18.9626,0.0228,0.0794,16,18.8411,19.083,19.08,0.0201,115000,0.99917,18.7765,0.0287,0.1271,17,18.6276,19.1008,18.9097,0.0463,115000,0.009051,254.195838,34.762163,GALEX J165647.0+344543,6371478716179026671,6371478716177973248,AIS,254.188391,34.637203,245.0,357.0,57.3827,37.6397,50016,321,10,0.12511,true,1,0.013,0,0,,,21.2086,0.1589,,,1.1286,0.1589,,,1.2134,0.1329,,,1.1764,0.1917,0,0,0,0,,,11.9281,1.74556,,,1906.45,2238.49,,12.0,,0.005,0.9822,0.0,0.3267,,57.17,56.86,,,11.9996,1.04114,3.5,0.001017,6.85E-4,,,,275.4,250.9,,,0.7,,,0.3,,C,0,1,6371478716179026944,6371478716179026671,0,1,6371478716179026944,6371478716179026671,6371478716179026671,N,0.0,1.025121
