ra,dec,designation,umag,gmag,rmag,imag,zmag,jmag,hmag,kmag,w1mag,w2mag,w3mag,w4mag,FIRST_peak,FIRST_int,VLASS_peak,VLASS_int,zsp,spCl,broad,src,ebv
153.759379,2.524467,J101502.25+023128.0,18.673,18.452,17.966,17.598,17.453,16.45,15.671,14.797,14.484,13.857,11.775,8.734,9.07,9.6,4.09,4.68,0.218,QSO,3132.9,Alp,0.115
153.925046,2.040156,J101542.01+020224.5,18.522,18.457,18.311,18.192,17.653,16.907,15.87,14.902,13.58,12.65,9.857,7.052,0.0,0.0,0.00,0.00,0.326,QSO,5542.4,Alp,-0.202
154.450274,8.947326,J101748.06+085650.3,18.772,18.439,18.279,18.385,18.281,17.027,16.345,14.996,14.519,13.473,11.067,8.71,0.0,0.0,0.00,0.00,0.922,QSO,28652.8,b,0.013
154.463869,9.349342,J101751.32+092057.6,18.473,18.35,18.171,17.811,17.772,16.442,15.765,14.964,14.643,13.123,9.659,7.523,0.0,0.0,0.00,0.00,1.753,QSO,3371.4,b,0.038
154.568137,6.432262,J101816.35+062556.1,18.187,18.023,17.435,16.983,16.834,16.282,15.354,14.979,13.109,12.179,9.344,7.097,0.0,0.0,0.00,0.00,0.170,QSO,4115.8,Alp,0.160
154.797233,1.898513,J101911.33+015354.6,18.332,18.216,17.942,17.408,17.62,16.419,15.784,14.797,13.627,12.726,10.25,8.012,0.0,0.0,0.00,0.00,0.188,QSO,5032.1,Alp,0.016
155.217896,7.388451,J102052.29+072318.4,18.552,18.198,17.727,17.395,17.323,16.572,15.876,14.966,13.933,13.023,9.529,7.036,0.0,0.0,0.00,0.00,0.237,QSO,2768.7,Alp,0.068
155.234861,10.059131,J102056.36+100332.8,17.637,17.369,17.514,17.425,17.592,16.719,15.84,14.717,13.064,11.863,9.154,7.006,0.0,0.0,0.00,0.00,0.610,QSO,9091.7,b,-0.103
155.311795,5.293140,J102114.83+051735.3,19.133,18.925,18.334,17.942,17.729,16.672,15.86,14.911,14.091,13.276,11.103,7.89,0.0,0.0,0.00,0.00,0.242,QSO,6000.6,Alp,0.088
155.561496,2.241319,J102214.75+021428.7,18.024,17.546,17.189,16.821,16.711,15.752,15.458,14.804,13.691,12.514,9.342,6.967,0.0,0.0,0.00,0.00,1.841,QSO,3066.5,b,0.054
155.789469,8.433924,J102309.47+082602.1,18.077,17.864,17.738,17.81,17.254,16.643,15.763,14.987,14.11,12.988,10.034,7.094,0.0,0.0,0.00,0.00,0.344,QSO,3728.1,Alp,-0.288
156.130460,7.435355,J102431.31+072607.2,22.676,20.904,19.574,18.998,18.343,16.849,15.857,14.77,12.82,11.579,8.613,6.54,0.0,0.0,0.00,0.00,0.380,redQSO,3974.0,w2m,0.621
156.342182,11.615547,J102522.12+113655.9,18.523,18.384,18.018,17.633,17.598,16.389,16.009,14.861,14.023,13.13,10.369,7.951,0.0,0.0,0.00,0.00,0.215,QSO,4654.2,Alp,-0.386
156.960738,7.554353,J102750.57+073315.6,17.777,17.411,17.515,17.385,17.486,16.208,15.762,14.954,14.232,13.152,10.306,7.606,0.0,0.0,0.00,0.00,0.586,QSO,4998.7,b,-0.086
157.109600,10.819852,J102826.30+104911.4,17.568,17.503,17.261,17.19,17.176,16.305,15.422,14.931,13.924,12.445,9.168,6.69,0.0,0.0,0.00,0.00,1.341,QSO,4486.8,b,-0.012
157.127356,6.016236,J102830.56+060058.4,18.471,18.579,18.497,18.534,17.889,16.86,15.771,14.828,13.588,12.475,9.821,7.208,0.0,0.0,0.00,0.00,0.312,QSO,4722.3,Alp,-0.524
157.161518,11.306469,J102838.76+111823.2,17.873,17.6,17.687,17.555,17.506,16.574,15.712,14.941,13.33,12.201,9.448,7.267,0.0,0.0,0.00,0.00,0.503,QSO,2948.4,b,-0.057
157.327074,1.531326,J102918.49+013152.7,21.224,20.128,19.15,18.618,18.156,17.092,17.691,14.962,13.494,12.455,9.74,7.312,39.45,40.53,22.40,22.83,0.440,redQSO,5380.0,w2m,0.253
157.521296,13.425320,J103005.11+132531.1,17.225,17.036,16.927,16.69,16.611,15.714,15.237,14.835,13.722,12.403,9.126,7.238,0.0,0.0,0.00,0.00,1.880,QSO,6024.6,b,-0.039
157.687579,10.798316,J103045.01+104753.9,19.802,19.256,18.811,18.581,17.974,16.698,15.591,14.959,14.028,13.236,10.581,7.552,0.0,0.0,0.00,0.00,0.362,QSO,5578.4,Alp,-0.154
157.774805,8.795477,J103105.95+084743.7,17.723,17.374,17.434,17.375,17.474,16.396,16.036,14.771,13.072,11.864,9.31,7.06,0.0,0.0,0.00,0.00,0.634,QSO,4538.8,b,-0.043
158.022722,11.829691,J103205.45+114946.8,17.607,17.221,17.176,17.031,16.909,16.013,15.653,14.848,13.25,12.064,9.288,7.057,0.0,0.0,0.00,0.00,0.726,QSO,8174.4,b,0.011
158.054088,15.458218,J103212.98+152729.5,16.841,16.593,16.667,16.578,16.794,15.667,15.082,14.845,13.742,12.737,9.461,6.976,0.0,0.0,0.00,0.00,0.631,QSO,2783.6,b,-0.111
158.361911,14.460650,J103326.85+142738.3,18.294,18.159,18.309,18.162,17.751,16.98,16.094,14.909,13.527,12.48,9.866,7.342,3.51,3.31,1.64,1.64,0.408,QSO,9900.2,b,-0.094
158.447132,9.677499,J103347.31+094038.9,17.161,16.998,16.77,16.812,16.858,15.621,15.448,14.875,13.444,12.182,9.458,7.134,0.0,0.0,0.00,0.00,1.028,QSO,335746.8,b,-0.006
158.760182,7.645293,J103502.44+073843.0,18.715,18.162,18.049,17.821,17.857,16.94,15.985,14.827,13.381,12.316,9.91,7.685,0.0,0.0,0.00,0.00,0.552,QSO,5178.9,b,0.072
159.161128,2.833972,J103638.67+025002.2,18.411,18.133,18.061,17.986,17.784,16.563,15.894,14.961,13.808,12.646,9.605,7.018,0.0,0.0,0.00,0.00,0.411,QSO,5331.3,b,-0.007
160.054382,15.562151,J104013.05+153343.7,19.009,18.317,18.053,17.824,17.539,16.608,16.176,14.988,14.617,13.523,10.255,8.455,0.0,0.0,0.00,0.00,2.300,QSO,15289.3,b,0.045
160.540411,8.413527,J104209.69+082448.6,20.198,19.767,18.967,18.762,18.143,17.112,16.28,14.852,13.661,12.547,9.933,7.698,0.0,0.0,0.00,0.00,0.289,mrQSO,5877.2,b-mr,0.298
160.832858,13.463537,J104319.88+132748.7r,20.635,19.474,18.499,18.054,17.794,16.386,15.086,14.829,14.133,13.031,10.181,7.536,7.29,7.61,5.05,5.41,1.440,redQSO,1361.3,b-r,0.272
160.935219,13.243547,J104344.45+131436.7,19.475,18.858,17.926,17.43,17.232,16.175,15.384,14.956,13.92,13.124,11.107,8.426,0.0,0.0,0.00,0.00,0.179,QSO,4894.1,Alp,0.256
161.071468,0.623297,J104417.15+003723.8,19.365,18.887,18.313,17.948,17.775,16.694,16.155,14.867,14.313,13.512,10.508,7.803,0.0,0.0,0.00,0.00,0.194,QSO,3171.5,Alp,0.129
161.131268,13.848524,J104431.50+135054.6,21.022,19.662,18.433,18.048,17.712,16.543,15.715,14.922,13.051,11.892,9.002,6.605,0.0,0.0,0.00,0.00,0.302,redQSO,1112.2,w2m,0.261
161.469688,6.410108,J104552.72+062436.3,18.136,17.867,17.623,17.434,17.359,16.088,15.263,14.9,14.643,13.496,10.435,8.126,175.91,179.59,192.42,193.93,1.508,QSO,2941.8,b,0.022
161.497838,8.459948,J104559.48+082735.8,18.382,18.411,18.201,17.96,17.76,16.839,16.014,14.843,13.375,12.375,9.773,7.602,0.0,0.0,0.00,0.00,0.249,QSO,4178.7,Alp,-0.651
161.685121,11.674688,J104644.42+114028.8r,21.297,19.809,18.381,17.9,17.542,16.488,15.852,14.842,14.149,13.462,10.711,7.73,0.0,0.0,0.00,0.00,0.340,redQSO,1176.7,b-r,0.728
161.805794,9.953182,J104713.39+095711.4,18.874,17.787,17.857,17.83,17.47,16.52,15.668,14.878,14.228,13.446,10.422,8.473,0.0,0.0,0.00,0.00,2.681,QSO,5680.7,b,0.028
161.907421,15.535668,J104737.78+153208.4,19.632,18.882,18.079,17.533,17.379,16.489,15.741,14.984,13.881,13.082,10.924,8.513,0.0,0.0,0.00,0.00,0.210,QSO,5840.1,Alp,0.185
162.191334,13.915389,J104845.92+135455.4,18.299,18.314,18.083,18.005,17.471,16.659,15.741,14.868,13.207,12.327,10.176,8.291,0.0,0.0,0.00,0.00,0.289,QSO,4693.3,Alp,-0.471
162.196429,10.345181,J104847.14+102042.6,19.087,18.775,18.185,17.776,17.509,16.635,15.845,14.772,13.958,13.122,10.66,8.576,0.0,0.0,0.00,0.00,0.243,QSO,4083.8,Alp,-0.373
162.209015,6.440355,J104850.16+062625.2,19.087,18.659,18.267,18.117,17.59,16.915,16.112,14.856,13.312,12.257,9.445,6.878,1.26,1.28,0.00,0.00,0.275,QSO,3503.7,Alp,0.101
162.883431,3.161096,J105132.02+030939.9,18.515,18.071,17.453,17.032,16.889,16.392,16.269,14.973,13.897,13.009,9.872,7.749,0.0,0.0,0.00,0.00,0.222,QSO,3899.0,Alp,0.160
163.041741,16.928810,J105210.01+165543.7,16.733,16.59,16.416,16.412,16.456,15.86,15.119,14.989,13.211,11.922,9.446,7.46,0.0,0.0,0.00,0.00,1.338,QSO,15005.1,b,-0.030
163.085981,10.297721,J105220.63+101751.7,18.608,18.471,18.082,17.805,17.6,16.55,15.755,14.948,13.887,13.06,10.357,8.092,0.0,0.0,0.00,0.00,0.246,QSO,5577.2,Alp,-0.443
163.537005,4.447324,J105408.88+042650.3,17.771,17.561,17.27,17.262,17.216,16.271,15.71,14.985,13.72,12.32,9.477,7.441,0.0,0.0,0.00,0.00,1.083,QSO,3119.6,b,0.015
163.822000,2.095710,J105517.27+020544.5,17.391,17.205,17.097,17.192,17.116,15.973,15.524,14.866,13.136,12.027,9.585,7.205,60.49,92.76,70.45,74.25,0.875,QSO,42748.4,b,-0.047
164.205636,12.694022,J105649.35+124138.4,17.921,17.674,17.879,17.734,17.745,16.33,15.351,14.725,13.485,12.397,9.664,7.449,0.0,0.0,0.00,0.00,0.508,QSO,4984.8,b,-0.146
164.795394,5.326536,J105910.89+051935.5,17.963,17.586,17.51,17.54,17.395,16.233,16.121,14.743,13.468,12.241,9.448,7.284,0.0,0.0,0.00,0.00,0.753,QSO,4635.4,b,-0.044
164.860114,6.374276,J105926.42+062227.3,18.19,17.569,17.348,17.177,16.859,15.987,15.267,14.71,13.954,12.639,8.977,6.678,0.0,0.0,0.00,0.00,2.194,QSO,6608.4,b,0.058
165.039631,15.786140,J110009.51+154710.1,19.434,19.136,18.705,18.586,18.034,16.893,16.12,14.904,14.148,13.027,9.944,7.718,0.0,0.0,0.00,0.00,0.302,QSO,2606.8,Alp,0.091
165.045166,4.831711,J110010.83+044954.1,17.827,17.62,17.48,17.596,17.576,16.22,16.259,14.944,14.019,12.689,9.804,7.627,0.0,0.0,0.00,0.00,0.971,QSO,4444.9,b,-0.062
165.078368,8.082062,J110018.80+080455.3,21.017,20.163,19.41,18.971,18.315,16.64,16.81,14.843,12.855,11.536,8.896,6.616,0.0,0.0,0.00,0.00,0.803,redQSO,3580.7,w2m,0.266
165.361094,3.176848,J110126.66+031036.6,18.327,17.988,17.775,17.661,17.178,16.501,15.744,14.729,14.037,13.248,10.555,7.629,2.73,2.48,1.38,1.29,0.359,QSO,6455.2,Alp,0.156
165.527754,11.351350,J110206.66+112104.8,19.477,18.489,18.26,18.002,17.665,16.56,15.908,14.988,14.59,13.602,10.094,7.341,82.32,83.06,49.59,51.84,2.350,QSO,35394.4,b,0.091
165.568277,4.532712,J110216.39+043157.7,21.124,20.35,19.887,19.437,18.797,17.073,15.99,14.974,14.674,13.696,10.012,7.704,0.0,0.0,0.00,0.00,2.260,mrQSO,5755.6,w2m,0.219
165.652744,5.354779,J110236.65+052117.2,17.722,17.497,17.695,17.566,17.591,16.517,15.554,14.824,13.731,12.59,9.894,7.908,0.0,0.0,0.00,0.00,0.498,QSO,4308.0,b,-0.098
165.700157,8.567870,J110248.03+083404.3,18.052,18.0,17.892,17.82,17.467,16.671,15.555,14.989,13.511,12.422,9.494,6.96,0.0,0.0,0.00,0.00,0.274,QSO,4870.2,Alp,-0.501
166.349615,5.454574,J110523.90+052716.4,19.293,18.583,17.75,17.247,17.005,16.218,15.485,14.838,14.172,13.569,10.385,7.968,0.0,0.0,0.00,0.00,0.176,QSO,5611.6,Alp,0.272
166.408668,15.609642,J110538.08+153634.7,18.396,18.166,18.158,18.034,17.644,16.556,15.887,14.831,13.586,12.6,10.131,7.981,0.0,0.0,0.00,0.00,0.398,QSO,5720.6,b,-0.295
166.415164,4.246720,J110539.63+041448.1,17.829,17.42,17.201,17.004,16.828,15.9,15.553,14.791,13.553,12.74,9.803,7.013,1.35,1.09,2.32,2.33,0.436,QSO,64956.7,b,0.182
166.491132,4.957907,J110557.87+045728.4,17.158,16.829,16.716,16.802,16.683,15.667,15.326,14.73,13.06,11.778,9.095,7.007,0.0,0.0,0.00,0.00,0.916,QSO,8391.0,b,-0.010
166.866993,5.817050,J110728.07+054901.3,18.722,18.69,18.289,18.126,17.56,16.518,15.912,14.905,14.135,13.294,10.572,7.98,0.0,0.0,0.00,0.00,0.293,QSO,3550.9,Alp,-0.658
166.909517,9.482118,J110738.28+092855.6,19.012,18.564,17.919,17.511,17.426,16.46,15.594,14.791,13.833,13.098,10.151,7.38,0.0,0.0,0.00,0.00,0.202,QSO,5667.9,Alp,0.071
166.928115,10.357356,J110742.74+102126.4,18.222,17.88,17.608,17.226,17.063,16.208,15.613,14.91,13.745,12.416,9.05,6.875,0.0,0.0,0.00,0.00,1.925,QSO,13240.4,b,0.045
166.928223,4.359502,J110742.77+042134.2,19.369,19.209,18.625,18.3,17.767,16.869,15.513,14.812,13.647,12.789,10.084,7.955,0.0,0.0,0.00,0.00,0.327,mrQSO,8597.2,Alp-mr,0.311
166.939226,14.898685,J110745.41+145355.2,18.931,18.633,18.066,17.681,17.5,16.534,15.891,14.987,13.85,13.033,10.405,8.498,0.0,0.0,0.00,0.00,0.219,QSO,3056.9,Alp,0.180
167.618223,5.178465,J111028.37+051042.4,19.674,19.01,18.78,18.488,18.24,16.437,16.551,14.944,13.707,12.565,9.393,6.97,0.0,0.0,0.00,0.00,0.457,QSO,3059.8,b,0.104
167.648702,8.509913,J111035.68+083035.6,18.82,18.639,18.049,17.732,17.374,16.497,15.735,14.794,13.485,12.559,10.15,7.785,0.0,0.0,0.00,0.00,0.263,QSO,8935.3,Alp,0.220
168.014483,15.905616,J111203.47+155420.2,17.998,17.642,17.76,17.593,17.415,16.784,16.258,14.91,14.01,12.896,10.248,7.722,1.15,1.14,0.69,0.63,0.432,QSO,3932.3,b,0.011
168.025210,1.590112,J111206.05+013524.4,18.506,18.09,17.436,16.903,16.782,16.795,15.958,14.773,13.226,12.441,10.26,7.844,2.0,1.69,0.98,1.10,0.187,QSO,5814.6,Alp,0.199
168.074654,13.351992,J111217.91+132107.1,19.327,19.183,18.59,18.29,18.181,16.458,16.049,14.801,13.42,12.431,9.728,7.78,0.0,0.0,0.00,0.00,0.232,QSO,3413.6,b,0.170
168.293401,7.393805,J111310.41+072337.6,18.904,18.67,18.452,18.447,18.066,16.266,15.973,14.926,13.56,12.435,9.811,7.483,0.0,0.0,0.00,0.00,0.311,QSO,2024.4,Alp,-0.247
168.318446,9.244170,J111316.42+091439.0,17.363,16.71,16.658,16.532,16.549,15.806,15.367,14.712,13.532,12.178,8.912,6.462,1.22,0.67,0.67,0.00,1.674,QSO,66142.9,b,-0.006
168.494797,14.228109,J111358.75+141341.1,19.228,18.957,18.427,18.021,17.821,16.888,15.906,14.969,14.281,13.392,10.696,8.114,0.0,0.0,0.00,0.00,0.238,QSO,4372.9,Alp,0.099
168.551829,4.697721,J111412.43+044151.7,18.846,18.712,18.41,18.201,17.919,17.1,15.974,14.917,13.922,12.882,10.02,7.855,0.0,0.0,0.00,0.00,0.252,QSO,3156.0,Alp,-0.330
168.826322,5.177143,J111518.31+051037.7,19.135,18.692,18.015,17.501,17.404,16.467,15.836,14.768,14.038,13.28,10.463,7.419,0.0,0.0,0.00,0.00,0.183,QSO,5874.1,Alp,0.179
168.940052,6.862046,J111545.61+065143.3,18.269,17.795,17.433,17.029,17.081,16.462,15.753,14.919,13.918,13.067,9.721,7.334,0.0,0.0,0.00,0.00,0.149,QSO,2741.2,Alp,0.011
169.419831,15.127885,J111740.75+150740.3r,22.41,21.192,19.725,18.925,18.367,16.45,15.942,14.855,12.815,11.579,8.985,6.83,12.95,18.21,7.80,12.97,0.695,redQSO,7918.0,b-r,0.500
169.501412,13.477115,J111800.33+132837.6,19.06,18.623,18.103,17.909,17.416,16.6,15.499,14.918,13.767,12.86,9.514,7.476,0.0,0.0,0.00,0.00,0.338,QSO,3656.4,Alp,0.159
169.650778,14.955845,J111836.18+145721.0,18.534,18.237,17.802,17.364,17.232,16.684,15.624,14.834,13.785,12.943,10.258,7.854,0.0,0.0,0.00,0.00,0.172,QSO,2542.8,Alp,0.149
169.718762,4.898158,J111852.50+045353.3,18.731,18.332,18.245,18.314,18.179,16.514,16.456,14.948,14.753,13.763,11.023,8.583,0.0,0.0,0.00,0.00,0.805,QSO,8008.3,b,-0.016
170.140005,10.138037,J112033.60+100816.9,18.589,18.6,18.212,17.707,17.897,16.473,15.643,14.948,13.487,12.536,9.498,7.316,0.0,0.0,0.00,0.00,0.202,QSO,3358.3,Alp,0.044
170.838224,13.739366,J112321.17+134421.7,19.427,18.948,18.422,18.109,17.905,16.611,15.702,14.901,13.847,12.848,9.58,7.25,0.0,0.0,0.00,0.00,0.245,QSO,2724.2,Alp,0.130
171.034202,12.141018,J112408.20+120827.6,18.944,18.327,17.604,17.129,16.876,16.117,15.193,14.751,13.926,13.333,10.849,8.446,0.0,0.0,0.00,0.00,0.184,QSO,7641.5,Alp,0.061
171.456059,5.814594,J112549.45+054852.5,19.011,18.375,17.565,17.073,16.838,16.493,15.734,14.822,13.938,13.283,10.395,7.239,0.0,0.0,0.00,0.00,0.165,mrQSO,5191.4,Alp-mr,0.324
171.570605,4.162523,J112616.94+040945.0,18.082,17.953,17.771,17.625,17.175,16.469,15.424,14.763,13.934,13.059,10.348,8.817,0.0,0.0,0.00,0.00,0.276,QSO,7430.2,Alp,-0.475
171.781976,3.973646,J112707.67+035825.1,17.373,17.143,17.274,17.198,17.308,16.446,15.825,14.829,12.728,11.633,8.99,6.457,0.0,0.0,0.00,0.00,0.545,QSO,4293.5,b,-0.010
171.907396,11.606752,J112737.77+113624.3,18.608,18.633,18.349,18.044,17.424,16.561,15.874,14.735,13.106,12.165,9.778,7.496,0.0,0.0,0.00,0.00,0.371,QSO,3868.2,Alp,-0.561
172.059528,5.597836,J112814.28+053552.2,19.467,18.781,18.114,17.747,17.695,16.298,15.728,14.838,14.091,13.291,10.913,8.562,0.0,0.0,0.00,0.00,0.199,mrQSO,2106.2,Alp-mr,0.279
172.175051,6.024851,J112842.01+060129.4,18.798,18.266,17.782,17.345,17.196,16.031,15.441,14.822,14.021,13.267,10.322,7.613,0.0,0.0,0.00,0.00,0.116,QSO,3811.3,Alp,0.092
172.180316,12.397404,J112843.27+122350.6,19.709,19.065,18.104,17.653,17.319,16.465,15.414,14.82,14.045,13.304,10.621,8.405,0.0,0.0,0.00,0.00,0.244,mrQSO,2495.7,Alp-mr,0.291
172.308720,9.866406,J112914.09+095159.0,17.848,17.566,17.309,17.038,16.993,15.957,15.158,14.91,13.884,12.703,9.794,7.504,195.22,355.34,139.51,194.40,1.515,QSO,6449.2,b,-0.003
172.326074,11.150308,J112918.25+110901.1,17.055,16.937,16.765,16.787,16.767,15.931,15.519,14.907,13.441,12.156,9.565,7.369,0.0,0.0,0.00,0.00,1.045,QSO,3502.1,b,-0.021
172.583431,6.474338,J113020.02+062827.6,19.176,18.535,18.24,17.939,17.932,16.478,16.593,14.865,14.213,13.043,10.441,8.283,1.15,1.1,0.00,0.00,0.575,QSO,7164.7,b,0.158
172.962705,10.154332,J113151.04+100915.5,19.343,18.775,18.031,17.554,17.296,16.441,15.454,14.834,14.186,13.361,10.39,8.272,0.0,0.0,0.00,0.00,0.119,QSO,2225.2,Alp,0.201
173.150073,3.059856,J113236.01+030335.4,19.149,18.819,18.709,18.463,18.423,16.187,16.018,14.82,14.887,13.8,10.686,8.316,0.0,0.0,0.00,0.00,1.760,QSO,5019.3,b,-0.023
173.315749,12.354200,J113315.77+122115.1,18.969,18.482,17.856,17.399,17.236,16.227,15.489,14.938,14.33,13.702,10.511,8.302,0.0,0.0,0.00,0.00,0.144,QSO,3038.5,Alp,0.132
173.609985,12.870955,J113426.39+125215.4,18.758,18.612,18.261,18.058,17.748,16.709,15.783,14.978,14.34,13.568,10.645,8.227,4.2,4.07,0.84,0.95,0.295,QSO,2648.3,Alp,0.064
173.697200,10.126777,J113447.32+100736.3,18.314,18.057,17.704,17.534,17.234,16.491,15.954,14.959,13.298,12.393,9.964,7.785,5.54,5.27,4.97,5.03,0.262,QSO,7819.5,Alp,0.059
174.149790,6.520475,J113635.94+063113.7,17.431,17.093,17.135,17.031,17.043,16.053,15.492,14.981,13.408,12.245,9.582,7.312,0.0,0.0,0.00,0.00,0.528,QSO,5657.8,b,-0.057
174.200157,4.861434,J113648.03+045141.1,18.711,18.406,18.124,18.143,17.684,16.962,15.989,14.934,13.454,12.419,9.73,7.451,0.0,0.0,0.00,0.00,0.285,QSO,2774.1,Alp,-0.023
174.405518,11.284846,J113737.32+111705.4,18.891,18.119,17.591,17.192,17.022,16.157,15.64,14.823,13.831,13.158,10.296,7.488,0.0,0.0,0.00,0.00,0.110,QSO,3487.5,Alp,0.060
174.725887,12.441634,J113854.21+122629.8,19.349,18.473,17.782,17.309,17.057,16.142,15.592,14.837,13.698,12.771,9.863,7.409,0.0,0.0,0.00,0.00,0.110,QSO,2484.6,Alp,0.171
174.902604,3.886546,J113936.62+035311.5,18.132,18.09,17.861,17.969,17.249,16.678,15.936,14.958,13.406,12.354,9.567,6.708,2.02,2.24,1.24,1.13,0.315,QSO,6178.1,Alp,-0.548
174.936018,12.243367,J113944.64+121436.1,18.063,17.662,17.544,17.356,17.436,16.312,15.903,14.825,13.319,12.208,9.79,7.967,0.0,0.0,0.00,0.00,0.617,QSO,2613.7,b,0.055
175.245897,5.439740,J114059.01+052623.0,18.898,18.459,18.208,18.099,17.568,16.518,16.094,14.963,14.037,13.04,10.273,7.633,0.0,0.0,0.00,0.00,0.358,QSO,3923.9,Alp,-0.268
175.274278,13.923546,J114105.82+135524.7,17.909,17.825,17.633,17.415,17.386,16.405,15.482,14.795,13.205,12.276,9.502,7.002,0.0,0.0,0.00,0.00,0.244,QSO,3454.2,Alp,-0.570
175.322703,6.059100,J114117.44+060332.7r,24.443,22.167,20.321,19.289,18.641,16.563,15.688,14.816,14.482,13.769,10.016,7.547,0.0,0.0,0.00,0.00,3.290,redQSO,15659.1,b-r,0.285
175.780790,11.926540,J114307.38+115535.5,18.581,17.98,17.277,16.879,16.684,16.703,15.497,14.884,13.596,12.747,9.665,7.464,0.0,0.0,0.00,0.00,0.224,QSO,3304.4,Alp,0.057
176.205558,3.464393,J114449.33+032751.8,17.871,17.723,17.433,17.101,16.911,16.1,15.516,14.78,14.258,13.71,10.866,8.154,0.0,0.0,0.00,0.00,2.098,QSO,7544.0,b,0.046
176.276876,3.701310,J114506.45+034204.7,17.74,17.484,17.282,17.219,17.023,16.043,15.7,14.705,13.145,11.729,8.696,6.429,0.0,0.0,0.00,0.00,0.972,QSO,6398.4,b,0.046
176.365087,5.932298,J114527.62+055556.2,18.727,18.03,17.616,17.54,17.353,16.599,15.856,14.968,14.579,13.202,9.876,7.643,0.0,0.0,0.00,0.00,2.217,QSO,4215.2,b,0.001
176.639543,10.904811,J114633.49+105417.2,22.961,20.589,19.425,18.945,18.513,16.74,16.588,14.866,13.301,12.23,9.455,7.115,0.0,0.0,0.00,0.00,0.269,redQSO,1313.2,w2m,0.400
176.771825,8.650167,J114705.23+083900.6,19.654,18.879,18.254,17.771,17.466,16.076,15.18,14.789,13.835,12.686,9.323,6.831,71.73,118.91,108.02,112.93,4.898,QSO,7146.3,b,0.061
176.924478,10.987334,J114741.87+105914.4,18.522,18.164,17.736,17.412,17.307,16.103,15.32,14.997,14.45,13.355,10.431,8.311,0.0,0.0,0.00,0.00,1.668,QSO,6533.2,b,0.061
176.967117,14.314259,J114752.10+141851.3,19.944,18.931,18.101,17.698,17.501,16.523,15.555,14.73,13.849,12.629,8.828,6.085,1.34,1.46,0.61,0.00,0.200,mrQSO,1832.7,b-mr,0.401
177.022914,4.654061,J114805.49+043914.6,18.148,17.354,17.06,16.905,16.934,16.067,15.588,14.987,14.219,12.922,9.682,7.322,1.62,1.66,0.00,0.00,1.783,QSO,6604.4,b,0.018
177.261303,14.724531,J114902.71+144328.3,18.239,17.856,17.783,17.596,17.352,16.363,15.881,14.946,14.694,13.747,10.656,8.135,0.0,0.0,0.00,0.00,2.200,QSO,7835.4,b,0.017
177.610543,1.991126,J115026.53+015928.0,18.444,18.053,18.11,17.95,17.989,16.378,15.807,14.938,13.498,12.384,9.591,7.487,0.0,0.0,0.00,0.00,0.581,QSO,4111.8,b,0.000
177.666055,12.627529,J115039.85+123739.1,18.558,18.118,17.296,16.823,16.553,16.007,15.441,14.814,13.929,13.405,10.75,8.652,0.0,0.0,0.00,0.00,0.229,QSO,5343.9,Alp,0.168
178.031590,14.815152,J115207.58+144854.5,18.536,17.874,17.375,16.95,16.798,16.018,15.249,14.752,13.111,12.271,9.976,8.873,0.0,0.0,0.00,0.00,0.068,mrQSO,2524.2,Alp-mr,0.401
178.165365,7.039443,J115239.68+070221.9,17.118,16.986,16.917,16.791,16.854,16.138,15.338,14.995,13.887,12.494,9.537,7.188,0.0,0.0,0.00,0.00,1.486,QSO,4811.4,b,-0.025
178.193573,6.613751,J115246.46+063649.5,21.065,19.767,18.798,18.47,18.051,16.732,15.952,14.927,14.635,13.879,10.637,8.897,0.0,0.0,0.00,0.00,2.460,QSO,4256.6,w2m,0.149
178.209620,6.488718,J115250.30+062919.3,18.731,18.314,17.847,17.646,17.221,15.921,15.541,14.842,14.049,13.233,10.148,7.915,0.0,0.0,0.00,0.00,0.294,QSO,2022.8,Alp,0.152
178.302299,9.233977,J115312.55+091402.3,18.204,17.785,17.806,17.802,17.711,16.351,15.964,14.789,13.256,12.08,9.471,7.318,756.19,799.81,415.62,437.05,0.696,QSO,6687.6,b,-0.010
178.466342,16.726515,J115351.92+164335.4,18.32,17.859,17.523,17.275,17.057,16.038,15.566,14.968,14.325,13.281,10.021,7.758,0.0,0.0,0.00,0.00,2.040,QSO,7097.4,b,0.046
178.631220,12.240970,J115431.49+121427.4,18.658,18.316,17.776,17.545,17.19,16.28,15.802,14.976,13.964,13.133,10.095,7.551,1.33,0.79,1.30,3.42,0.270,QSO,9075.9,Alp,0.005
178.766970,3.813977,J115504.07+034850.3,18.178,17.569,17.607,17.75,17.599,16.124,15.545,14.783,13.207,12.075,9.42,7.036,2.91,2.89,3.26,3.27,0.768,QSO,12281.1,b,-0.023
178.776837,12.447906,J115506.44+122652.4,18.184,18.113,17.986,17.95,17.467,16.42,15.358,14.869,13.326,12.354,9.882,7.831,0.0,0.0,0.00,0.00,0.270,QSO,6198.2,b,-0.543
179.201254,15.923887,J115648.30+155525.9,18.441,18.103,18.096,17.871,17.902,16.606,15.697,14.726,13.075,11.895,9.193,6.822,0.0,0.0,0.00,0.00,0.573,QSO,5836.2,b,0.023
179.343508,11.677978,J115722.44+114040.7,18.345,18.198,17.902,17.761,17.36,16.813,15.73,14.969,13.509,12.509,9.586,7.24,0.0,0.0,0.00,0.00,0.290,QSO,2697.7,Alp,-0.506
