ra,dec,designation,umag,gmag,rmag,imag,zmag,jmag,hmag,kmag,w1mag,w2mag,w3mag,w4mag,FIRST_peak,FIRST_int,VLASS_peak,VLASS_int,zsp,spCl,broad,src,ebv
179.456385,2.544646,J115749.53+023240.7,18.833,18.214,17.688,17.258,17.099,16.175,15.218,14.922,14.29,13.624,10.566,8.423,0.0,0.0,0.00,0.00,0.124,QSO,3083.8,Alp,0.080
179.592794,14.529648,J115822.27+143146.7,18.436,18.212,17.828,17.807,17.169,16.286,15.387,14.704,13.761,12.826,10.062,7.782,0.0,0.0,0.00,0.00,0.286,QSO,6350.8,Alp,0.085
179.702419,2.275006,J115848.58+021630.0,18.416,18.27,17.936,17.838,17.474,16.616,15.833,14.874,13.736,12.775,9.677,7.09,0.0,0.0,0.00,0.00,0.290,QSO,10706.0,b,0.015
179.774177,2.800727,J115905.80+024802.6,19.041,18.751,18.21,17.776,17.575,16.516,15.708,14.781,14.561,13.829,10.764,7.714,0.0,0.0,0.00,0.00,0.169,QSO,2102.7,Alp,0.181
179.777178,13.627171,J115906.52+133737.8,23.186,19.253,17.93,17.56,17.311,16.089,15.634,14.954,14.262,13.619,10.231,7.758,0.0,0.0,0.00,0.00,3.797,QSO,30181.6,b,-0.008
179.936776,1.201944,J115944.82+011207.0,18.449,17.587,17.255,17.016,16.77,16.115,15.236,14.748,14.031,12.98,9.695,7.305,266.53,268.48,140.25,143.16,1.989,QSO,2201.1,b,0.002
180.273603,4.645720,J120105.66+043844.5,18.835,18.037,17.395,17.012,16.806,16.08,15.313,14.856,14.139,13.521,10.466,7.985,0.0,0.0,0.00,0.00,0.101,QSO,2899.4,Alp,0.072
180.341894,3.853069,J120122.05+035111.0,18.942,18.743,18.36,18.238,17.89,16.879,15.871,14.807,13.894,12.869,10.012,7.509,0.0,0.0,0.00,0.00,0.280,QSO,3571.4,Alp,0.116
180.434856,1.269955,J120144.36+011611.8,19.501,17.723,17.386,17.322,17.268,15.896,15.879,14.842,14.153,13.254,9.552,7.225,0.0,0.0,0.00,0.00,1.896,QSO,6662627.5,b,0.057
180.658665,3.964032,J120238.07+035750.5,19.03,18.381,17.913,17.798,17.378,16.5,15.84,14.799,13.076,11.978,9.203,6.846,0.0,0.0,0.00,0.00,0.323,QSO,2849.3,Alp,0.063
180.800578,1.889269,J120312.13+015321.3,19.06,18.724,18.119,17.865,17.448,16.772,15.907,14.953,13.889,13.068,10.035,7.545,0.0,0.0,0.00,0.00,0.296,QSO,6071.8,Alp,0.241
180.848014,3.810665,J120323.52+034838.3,19.102,18.913,18.306,17.979,17.616,16.466,15.734,14.773,13.942,13.237,10.792,8.348,0.0,0.0,0.00,0.00,0.261,QSO,4332.6,Alp,0.220
181.203799,4.202311,J120448.91+041208.3,19.317,19.273,18.556,18.135,17.661,16.423,15.631,14.949,14.338,13.694,11.457,8.988,0.0,0.0,0.00,0.00,0.262,QSO,8393.7,Alp,0.275
181.459132,2.025465,J120550.19+020131.6,17.94,17.451,17.069,16.941,16.794,15.94,15.733,14.866,14.319,13.018,9.491,7.415,0.0,0.0,0.00,0.00,2.155,QSO,11631.2,b,0.030
181.473966,1.533705,J120553.75+013201.3,18.817,18.591,18.466,18.427,18.049,16.821,15.917,14.947,14.165,13.118,10.251,8.102,0.0,0.0,0.00,0.00,0.387,QSO,4319.0,Alp,-0.367
181.653410,8.262415,J120636.82+081544.8,21.753,19.966,18.677,18.161,17.789,16.628,15.944,14.883,13.519,12.451,9.579,7.016,1.32,1.21,0.00,0.00,0.812,redQSO,2743.0,w2m,0.365
181.894307,15.112147,J120734.63+150643.7,18.498,17.726,17.45,17.316,17.155,16.058,15.803,14.715,13.238,12.005,8.958,6.465,2.14,2.67,0.00,0.00,0.751,QSO,4378.9,b,0.142
182.766340,12.568420,J121103.92+123406.3,17.283,17.025,16.827,16.874,16.855,15.731,15.602,14.909,13.327,11.925,8.861,6.857,0.0,0.0,0.00,0.00,1.003,QSO,4671.0,b,-0.006
182.893876,4.966669,J121134.53+045800.0,19.925,19.326,18.395,17.885,17.614,16.352,15.905,14.89,14.661,14.099,11.99,8.02,0.0,0.0,0.00,0.00,0.213,mrQSO,4915.7,Alp-mr,0.265
183.356123,9.388759,J121325.46+092319.5,19.199,18.663,18.388,18.244,18.045,16.747,16.619,14.932,13.284,12.237,9.365,6.796,1.69,1.54,0.80,0.92,0.725,QSO,2433.2,b,0.113
183.484146,14.075371,J121356.19+140431.3,18.681,18.352,17.825,17.339,17.17,16.457,15.669,14.909,13.67,12.777,10.114,7.614,0.0,0.0,0.00,0.00,0.154,QSO,5863.6,Alp,0.040
184.362658,13.867446,J121727.03+135202.8,18.844,18.276,18.214,17.972,18.018,16.786,16.206,14.919,13.422,12.238,9.524,6.954,0.0,0.0,0.00,0.00,0.584,QSO,5485.7,b,0.053
184.710496,10.265084,J121850.51+101554.3,17.5,17.235,17.264,17.143,17.212,16.51,15.66,14.895,13.201,12.088,9.496,7.113,0.0,0.0,0.00,0.00,0.542,QSO,4523.1,b,-0.025
184.732531,2.000586,J121855.80+020002.1,17.517,17.321,17.176,17.304,16.596,16.148,15.352,14.857,13.595,12.445,9.298,6.896,1.08,0.96,0.87,1.04,0.327,QSO,7494.0,Alp,-0.019
184.751782,12.262557,J121900.42+121545.1,21.979,20.124,18.671,18.069,17.706,16.464,15.687,14.812,13.876,12.87,10.317,7.816,0.0,0.0,0.00,0.00,0.242,redQSO,5741.2,w2m,0.382
184.943938,14.883165,J121946.54+145259.3,18.546,18.367,18.334,18.179,17.827,16.77,15.737,14.779,13.299,12.38,9.806,7.43,0.0,0.0,0.00,0.00,0.401,QSO,5774.5,b,0.015
185.035190,15.275062,J122008.44+151630.2,18.867,18.439,18.048,17.688,17.654,16.532,15.842,14.788,13.507,12.511,9.23,6.571,0.0,0.0,0.00,0.00,0.223,QSO,3207.5,Alp,0.043
185.593939,4.221048,J122222.54+041315.7,17.301,17.037,16.808,16.637,16.424,16.348,15.849,14.969,12.802,11.634,8.901,6.513,740.02,800.63,310.33,416.17,0.966,QSO,2351.7,b,-0.003
185.636743,13.668712,J122232.81+134007.3,21.215,20.032,18.596,18.021,17.417,16.637,15.7,14.949,13.588,12.548,9.758,7.163,3.18,3.13,1.31,2.00,0.259,redQSO,9430.0,w2m,0.339
186.296541,14.285734,J122511.16+141708.6,17.286,17.16,16.853,16.788,16.814,15.857,15.09,14.772,13.659,12.223,9.371,7.201,0.0,0.0,0.00,0.00,1.334,QSO,5385.4,b,0.001
186.326706,2.115725,J122518.40+020656.6,17.384,17.571,17.454,17.079,16.94,16.121,15.741,14.96,13.949,12.823,9.488,7.336,0.0,0.0,0.00,0.00,2.020,QSO,18536.8,b,0.041
186.333850,8.747444,J122520.12+084450.7,17.307,17.073,17.151,17.05,17.137,16.291,15.402,14.755,13.088,12.09,9.218,7.151,0.0,0.0,0.00,0.00,0.535,QSO,4901.4,b,-0.029
186.488008,5.725082,J122557.12+054330.2,18.974,18.789,18.532,18.427,17.832,17.011,16.077,14.991,14.243,13.316,10.918,7.88,0.0,0.0,0.00,0.00,0.344,QSO,4283.0,Alp,0.058
187.078582,8.338200,J122818.85+082017.5,17.842,17.715,17.489,17.281,17.275,16.057,15.399,14.775,13.807,12.384,9.374,6.973,0.0,0.0,0.00,0.00,1.472,QSO,6542.8,b,0.058
187.399459,14.849904,J122935.87+145059.6,18.638,18.49,18.174,18.165,17.761,16.642,15.769,14.872,13.571,12.526,9.605,7.307,0.0,0.0,0.00,0.00,0.260,QSO,2546.1,Alp,0.019
187.479357,11.985905,J122955.04+115909.2,18.52,18.052,17.72,17.374,17.134,16.469,16.1,14.938,14.497,13.307,10.007,7.766,0.0,0.0,0.00,0.00,2.169,QSO,35316.4,b,0.089
187.642509,7.551480,J123034.20+073305.3,17.456,17.518,17.477,17.149,17.098,16.178,15.59,14.839,14.372,13.338,9.875,7.405,0.0,0.0,0.00,0.00,1.816,QSO,4096.2,b,0.015
187.649334,9.755265,J123035.84+094518.9,18.034,17.63,17.731,17.629,17.753,16.451,15.803,14.941,13.548,12.464,10.091,7.85,4.03,3.86,3.13,2.97,0.638,QSO,4698.8,b,-0.004
187.689778,6.748216,J123045.54+064453.5,19.491,19.038,18.893,18.516,18.24,16.01,15.916,14.988,13.976,13.107,10.65,7.871,0.0,0.0,0.00,0.00,0.509,QSO,5703.8,b,0.074
187.870982,15.769406,J123129.03+154609.8,18.218,17.963,18.079,17.925,17.944,16.946,15.882,14.936,13.449,12.3,9.663,7.534,0.0,0.0,0.00,0.00,0.512,QSO,4188.4,b,-0.039
187.991340,13.579648,J123157.92+133446.7,21.291,19.619,18.588,18.084,17.695,16.661,15.873,14.852,13.83,12.893,9.855,7.725,0.0,0.0,0.00,0.00,0.181,redQSO,4551.0,w2m,0.398
188.047273,4.641445,J123211.34+043829.2,18.612,17.927,17.533,17.342,17.023,16.083,15.585,14.704,14.102,12.976,9.621,7.435,0.0,0.0,0.00,0.00,2.197,QSO,7558.8,b,0.049
188.574465,10.428622,J123417.87+102543.0,18.739,18.304,17.911,17.993,17.305,16.525,15.7,14.775,12.812,11.594,8.633,6.349,2.43,2.54,1.62,1.85,0.355,QSO,2546.1,Alp,-0.053
188.742320,13.148636,J123458.15+130855.0,19.667,18.51,18.046,17.937,17.721,16.88,15.949,14.912,14.384,13.096,9.392,7.342,0.0,0.0,0.00,0.00,2.389,QSO,14853.8,b,0.077
188.977734,15.259657,J123554.65+151534.7,18.214,17.968,17.61,17.259,17.148,16.445,15.501,14.711,13.767,12.993,10.243,7.854,0.0,0.0,0.00,0.00,0.228,QSO,4798.6,Alp,0.021
190.088220,9.562883,J124021.17+093346.3,17.716,17.406,17.415,17.48,17.432,16.545,15.777,14.829,13.496,12.292,9.776,7.584,0.0,0.0,0.00,0.00,0.739,QSO,6659.2,b,-0.044
190.659909,4.937901,J124238.37+045616.4,19.227,18.746,18.163,17.67,17.621,16.522,15.503,14.887,13.885,12.894,10.105,7.193,2.08,2.13,1.58,1.41,0.233,QSO,6543.0,Alp,0.228
190.696473,2.138176,J124247.15+020817.4,18.196,17.586,17.452,17.414,17.227,16.118,15.624,14.774,12.667,11.48,8.847,6.31,11.59,15.56,8.81,11.18,0.790,QSO,4755.1,b,0.087
190.850902,1.007883,J124324.21+010028.3,18.51,17.814,17.275,16.825,16.653,15.94,15.25,14.739,13.849,13.197,10.275,7.87,0.0,0.0,0.00,0.00,0.090,QSO,4420.0,Alp,0.018
190.882923,8.009604,J124331.89+080034.4,23.028,22.855,21.728,20.475,19.364,16.483,16.121,14.953,14.032,12.985,9.344,7.092,0.0,0.0,0.00,0.00,1.990,redQSO,4184.6,w2m,0.597
191.293151,2.462941,J124510.35+022746.5,18.628,18.346,17.951,17.634,17.525,16.643,16.17,14.772,14.393,13.698,11.027,8.861,0.0,0.0,0.00,0.00,0.190,QSO,3032.2,Alp,0.018
191.668205,11.217479,J124640.36+111302.9,21.482,18.371,17.97,17.892,17.847,16.513,16.177,14.986,14.719,13.771,10.138,8.172,0.0,0.0,0.00,0.00,3.129,QSO,9977.8,b,-0.005
192.073697,11.011345,J124817.68+110040.8,18.61,18.09,18.034,17.828,17.9,16.635,16.127,14.822,13.688,12.449,9.41,6.807,1.41,1.2,0.86,1.04,0.645,QSO,2717.4,b,0.075
192.567337,13.998820,J125016.16+135955.7,19.697,19.193,18.776,18.419,18.178,16.484,15.804,14.729,13.453,12.404,9.456,7.275,0.0,0.0,0.00,0.00,0.468,mrQSO,1488.9,b-mr,0.319
192.920043,8.121728,J125140.81+080718.2,17.293,17.124,17.149,16.981,17.054,15.975,15.068,14.717,13.673,12.353,9.255,6.85,0.0,0.0,0.00,0.00,1.599,QSO,18917.7,b,-0.008
193.128542,14.435895,J125230.85+142609.2,17.001,16.874,16.761,16.572,16.454,15.738,15.286,14.88,13.706,12.436,9.217,7.284,0.0,0.0,0.00,0.00,1.944,QSO,4603.1,b,-0.004
193.530095,8.201297,J125407.22+081204.6,17.946,17.767,17.503,17.422,17.346,16.356,16.109,14.986,13.603,12.307,9.414,6.932,0.0,0.0,0.00,0.00,1.106,QSO,334194.0,b,0.023
193.687357,3.839112,J125444.96+035020.8,18.474,18.368,18.285,18.126,17.796,17.516,16.186,14.872,14.18,13.128,9.854,7.489,0.0,0.0,0.00,0.00,0.394,QSO,4086.3,Alp,-0.407
193.752043,3.678636,J125500.49+034043.0,18.042,17.862,17.89,17.79,17.615,16.691,15.914,14.708,13.765,12.784,9.961,7.674,67.55,70.43,32.00,33.06,0.437,QSO,4880.9,b,0.039
193.783673,13.737088,J125508.08+134413.5,17.267,17.107,16.901,16.893,16.795,15.734,15.504,14.833,13.401,12.013,9.041,6.579,0.0,0.0,0.00,0.00,1.042,QSO,3842.4,b,0.010
193.815600,9.807208,J125515.74+094825.9,17.758,17.55,17.277,17.211,17.171,15.906,15.13,14.944,14.175,12.927,9.896,7.496,0.0,0.0,0.00,0.00,1.413,QSO,2739.4,b,0.010
194.347937,6.591907,J125723.50+063530.8,19.746,19.026,18.086,17.622,17.461,16.72,15.836,14.999,13.836,13.025,10.309,7.388,0.0,0.0,0.00,0.00,0.215,mrQSO,10834.8,Alp-mr,0.386
194.457115,12.564747,J125749.70+123353.0,17.888,17.531,17.258,17.256,17.074,16.115,15.745,14.769,12.819,11.479,8.793,6.709,0.0,0.0,0.00,0.00,0.938,QSO,3705.3,b,0.011
194.684975,12.040176,J125844.39+120224.6,17.938,17.731,17.52,17.533,17.358,16.26,15.669,14.884,13.673,12.352,9.219,6.851,0.0,0.0,0.00,0.00,0.957,QSO,4352.5,b,-0.017
194.700213,1.600939,J125848.05+013603.3,18.615,18.531,18.214,18.081,17.578,17.064,15.664,14.734,13.858,12.924,10.134,7.783,0.0,0.0,0.00,0.00,0.337,QSO,2193.5,Alp,0.012
195.627734,1.618307,J130230.65+013705.9,17.7,17.562,17.31,17.301,17.336,16.449,16.063,14.787,13.595,12.341,9.752,7.665,0.0,0.0,0.00,0.00,1.245,QSO,7224.3,b,-0.019
195.672991,4.127273,J130241.51+040738.1,18.394,18.048,17.628,17.1,17.04,16.023,15.481,14.734,14.097,13.419,10.832,9.001,0.0,0.0,0.00,0.00,0.102,QSO,4413.2,Alp,0.053
196.051132,4.671343,J130412.27+044016.8,19.057,18.724,18.568,17.995,17.687,17.034,15.851,14.833,13.347,12.116,9.117,6.343,12.32,27.16,14.89,15.94,0.433,QSO,13794.9,b,0.207
196.111883,8.761866,J130426.85+084542.7,18.768,18.573,18.188,17.775,17.756,16.618,16.035,14.999,13.595,12.707,10.276,7.873,0.0,0.0,0.00,0.00,0.221,QSO,2154.6,Alp,0.074
196.127459,13.038310,J130430.59+130217.9,17.478,17.266,17.141,17.007,16.786,16.017,15.515,14.74,14.011,12.801,9.36,7.421,0.0,0.0,0.00,0.00,2.117,QSO,8003.7,b,0.007
196.351140,3.958564,J130524.27+035730.8,17.895,17.625,17.816,17.735,17.834,16.812,15.671,14.853,12.818,11.784,9.638,7.251,0.0,0.0,0.00,0.00,0.545,QSO,7139.6,b,-0.142
196.644388,5.465155,J130634.65+052754.5,19.347,18.791,17.977,17.547,17.16,16.561,15.877,14.8,14.162,13.495,10.658,7.923,0.0,0.0,0.00,0.00,0.264,mrQSO,5954.8,Alp-mr,0.432
196.956942,8.054977,J130749.66+080317.9,17.95,17.633,17.293,16.933,16.869,15.982,15.305,14.931,13.784,13.154,9.926,7.51,0.0,0.0,0.00,0.00,0.148,QSO,1807.5,b,-0.005
197.156576,4.543768,J130837.57+043237.5,18.505,18.433,18.12,18.066,17.699,16.581,16.04,14.71,13.94,12.918,10.125,7.976,0.0,0.0,0.00,0.00,0.296,QSO,3455.8,Alp,0.053
197.162713,16.002002,J130839.05+160007.2,18.9,18.697,18.166,17.672,17.581,16.613,15.694,14.909,13.802,12.893,10.226,7.69,0.0,0.0,0.00,0.00,0.180,QSO,3949.0,Alp,0.169
197.356757,12.727449,J130925.62+124338.8,18.716,18.406,17.947,17.582,17.668,16.375,15.744,14.937,13.528,12.569,9.776,7.348,0.0,0.0,0.00,0.00,0.220,QSO,4339.7,Alp,0.029
197.488421,2.035283,J130957.22+020207.0,18.128,17.705,17.508,17.282,17.214,15.904,15.168,14.875,14.033,12.977,9.977,7.566,0.0,0.0,0.00,0.00,1.544,QSO,6810.8,b,0.021
197.567441,7.301016,J131016.18+071803.6,19.393,18.638,17.981,17.572,17.343,16.238,16.016,14.895,14.078,13.262,10.07,7.728,0.0,0.0,0.00,0.00,0.121,QSO,3414.3,Alp,0.139
197.864631,2.462837,J131127.51+022746.2,18.565,18.351,17.972,17.55,17.531,16.487,15.49,14.851,13.735,12.876,10.135,7.855,0.0,0.0,0.00,0.00,0.177,QSO,2999.8,Alp,0.032
197.977576,7.832350,J131154.61+074956.4,18.781,18.559,18.097,17.65,17.657,16.617,15.75,14.891,14.032,13.108,10.454,7.987,0.0,0.0,0.00,0.00,0.170,QSO,4413.5,Alp,0.095
198.097130,5.124493,J131223.31+050728.1,20.172,18.749,17.684,17.17,16.865,15.843,15.293,14.91,14.018,13.5,10.351,7.677,0.0,0.0,0.00,0.00,0.156,mrQSO,5441.2,Alp-mr,0.389
198.265891,11.963484,J131303.81+115748.5,19.872,19.007,17.991,17.574,17.138,16.334,15.162,14.923,13.836,13.123,10.593,8.003,0.0,0.0,0.00,0.00,0.320,mrQSO,4519.8,Alp-mr,0.306
198.378932,13.489231,J131330.94+132921.2,18.761,18.413,17.794,17.403,17.333,16.485,16.062,14.995,13.607,12.682,10.053,7.618,0.0,0.0,0.00,0.00,0.218,QSO,5616.6,Alp,0.025
198.694617,4.204437,J131446.70+041215.8,21.477,19.747,18.788,18.256,17.986,16.533,15.99,14.81,13.243,12.175,9.386,6.881,0.0,0.0,0.00,0.00,0.490,redQSO,2958.6,w2m,0.378
199.037660,9.605219,J131609.03+093618.7,19.025,18.511,17.872,17.402,17.245,16.331,15.713,14.85,13.968,13.049,10.009,7.621,0.0,0.0,0.00,0.00,0.196,QSO,4663.8,Alp,0.233
199.408020,10.407747,J131737.92+102427.8,19.589,19.013,18.238,17.885,17.483,16.359,16.071,14.899,13.929,12.903,10.005,7.556,0.0,0.0,0.00,0.00,0.280,QSO,5652.4,Alp,0.225
199.971037,0.506965,J131953.04+003025.0r,21.861,20.286,19.67,19.042,18.967,16.583,16.264,14.967,13.633,12.639,10.306,8.053,0.0,0.0,0.00,0.00,0.593,redQSO,3939.0,b-r,0.420
200.077765,10.971408,J132018.66+105817.0,18.46,17.665,17.086,16.662,16.466,16.122,15.484,14.722,13.486,12.701,9.338,6.589,0.0,0.0,0.00,0.00,0.147,QSO,2438.8,Alp,0.041
200.923499,4.549176,J132341.63+043257.0,20.266,19.711,18.822,18.075,17.942,16.788,15.476,14.905,13.716,12.493,9.486,7.115,0.0,0.0,0.00,0.00,1.682,QSO,3807.5,b,0.231
200.987208,4.847040,J132356.92+045049.3,17.285,17.247,17.182,17.08,16.882,16.189,15.761,14.843,13.985,12.558,9.094,6.954,0.0,0.0,0.00,0.00,2.038,QSO,10363.8,b,-0.015
200.987285,3.812600,J132356.94+034845.3,17.899,17.524,17.429,17.483,17.339,16.093,16.015,14.928,13.485,12.337,9.542,7.379,0.0,0.0,0.00,0.00,0.827,QSO,4308.0,b,-0.020
201.282584,5.684852,J132507.82+054105.4,18.801,18.468,17.747,17.206,17.01,16.285,15.485,14.857,13.972,13.268,10.698,8.443,0.0,0.0,0.00,0.00,0.206,QSO,5362.3,Alp,0.161
201.479632,3.896396,J132555.11+035347.0,19.141,18.757,18.896,18.941,18.949,16.069,15.451,14.934,14.092,13.226,10.625,8.335,0.0,0.0,0.00,0.00,0.681,QSO,5014.2,b,-0.034
201.703645,13.282406,J132648.87+131656.6,17.843,17.147,16.572,16.197,15.968,15.888,15.315,14.824,13.593,12.996,9.807,7.629,0.0,0.0,0.00,0.00,0.147,QSO,2641.6,Alp,0.100
201.983969,11.245481,J132756.15+111443.7,18.185,17.649,17.594,17.389,17.564,16.235,15.648,14.983,13.637,12.359,9.506,7.04,0.0,0.0,0.00,0.00,0.611,QSO,8796.2,b,-0.003
202.038196,13.842948,J132809.16+135034.6,18.905,18.247,17.913,17.729,17.289,16.814,15.876,14.798,13.507,12.409,9.519,6.979,0.0,0.0,0.00,0.00,0.381,QSO,4307.0,Alp,0.092
202.119164,12.719816,J132828.59+124311.3,19.248,18.794,18.306,17.857,17.817,16.656,15.703,14.768,13.507,12.596,10.239,7.542,0.0,0.0,0.00,0.00,0.205,QSO,4372.9,Alp,0.143
202.433360,16.038281,J132944.00+160217.8,18.612,18.424,18.134,17.834,17.774,16.43,15.699,14.8,14.303,13.36,10.607,8.354,0.0,0.0,0.00,0.00,0.193,QSO,2293.3,Alp,-0.250
202.701007,8.677553,J133048.24+084039.2,21.995,20.277,19.314,18.877,18.412,16.83,16.35,14.955,13.707,12.404,9.515,7.24,0.0,0.0,0.00,0.00,0.750,redQSO,14267.6,w2m,0.372
203.442529,11.784614,J133346.20+114704.6,19.369,18.165,17.478,17.039,16.824,15.977,15.474,14.847,13.85,13.315,10.677,8.175,0.0,0.0,0.00,0.00,0.080,QSO,2366.7,b,0.119
203.610293,10.848916,J133426.47+105056.0,19.064,18.75,18.173,18.037,17.558,16.866,16.369,14.919,14.175,13.31,10.317,8.26,0.0,0.0,0.00,0.00,0.287,QSO,2733.2,Alp,0.195
203.671966,6.520913,J133441.26+063115.3,22.375,20.867,19.534,18.763,18.177,16.902,15.948,14.72,13.47,12.304,9.28,6.732,0.0,0.0,0.00,0.00,0.525,redQSO,2218.7,w2m,0.525
203.919540,12.980859,J133540.68+125851.0,17.482,17.178,17.363,17.283,17.464,16.481,15.842,14.785,12.889,11.854,9.354,7.06,0.0,0.0,0.00,0.00,0.597,QSO,5382.4,b,-0.003
203.997142,11.781989,J133559.31+114655.1,18.461,17.721,16.985,16.553,16.315,16.035,15.254,14.908,13.755,13.179,10.417,8.43,0.0,0.0,0.00,0.00,0.153,QSO,4166.4,Alp,0.098
204.308529,10.590469,J133714.04+103525.7,20.667,19.377,18.413,17.819,17.545,16.38,15.738,14.773,13.485,12.521,9.553,7.029,0.0,0.0,0.00,0.00,0.160,redQSO,3923.2,w2m,0.327
204.830859,14.258112,J133919.40+141529.2,19.027,18.568,18.047,17.605,17.452,16.366,15.577,14.825,14.055,13.206,10.291,7.947,0.0,0.0,0.00,0.00,0.145,QSO,1694.2,b,0.079
205.254979,6.645163,J134101.19+063842.5,19.74,19.532,18.753,18.417,17.922,16.913,16.262,14.974,14.609,13.762,10.924,8.325,0.0,0.0,0.00,0.00,0.278,mrQSO,4475.1,Alp-mr,0.305
205.342278,8.469960,J134122.14+082811.8,20.116,19.394,18.531,18.015,17.735,16.629,15.793,14.901,14.379,13.461,10.82,8.763,0.0,0.0,0.00,0.00,0.227,mrQSO,11495.3,Alp-mr,0.265
205.567418,1.921859,J134216.18+015518.6,19.033,18.705,18.106,17.842,17.436,16.373,15.534,14.866,14.271,13.46,10.291,7.808,0.0,0.0,0.00,0.00,0.273,QSO,1998.4,b,0.059
205.802376,16.534980,J134312.57+163205.9,19.798,19.478,18.702,18.273,17.853,16.878,15.804,14.791,14.546,13.873,10.964,8.544,0.0,0.0,0.00,0.00,0.311,QSO,5994.1,Alp,0.244
206.077886,3.780367,J134418.69+034649.3,18.179,18.135,17.94,17.857,17.352,16.756,15.878,14.801,13.46,12.455,9.511,6.926,0.0,0.0,0.00,0.00,0.326,QSO,4379.3,Alp,0.205
206.586627,9.272729,J134620.79+091621.8,17.677,17.661,17.68,17.77,17.219,16.475,15.61,14.743,13.312,12.394,10.07,7.91,0.0,0.0,0.00,0.00,0.336,QSO,4160.9,Alp,-0.458
206.650392,13.742971,J134636.09+134434.6,18.601,18.384,17.899,17.423,17.285,16.258,15.75,14.942,14.204,13.414,10.318,7.833,0.0,0.0,0.00,0.00,0.152,QSO,2299.7,Alp,0.050
206.881515,7.405483,J134731.56+072419.7,19.128,18.506,17.987,17.506,17.381,16.329,15.621,14.955,13.27,12.47,9.831,7.216,0.0,0.0,0.00,0.00,0.126,QSO,3572.1,Alp,0.079
207.368893,3.985087,J134928.53+035906.3,18.865,18.744,18.087,17.681,17.387,16.573,15.691,14.827,14.386,13.664,10.639,8.06,0.0,0.0,0.00,0.00,0.253,QSO,6304.6,b,0.198
207.562492,5.210373,J135014.99+051237.3,17.544,17.374,17.153,17.184,17.218,16.039,15.804,14.925,13.625,12.321,9.471,7.015,0.0,0.0,0.00,0.00,1.053,QSO,121833.1,b,-0.007
208.143583,14.067470,J135234.46+140402.8,18.524,18.24,18.344,18.202,18.277,16.667,15.961,14.963,14.078,13.088,10.216,7.695,0.0,0.0,0.00,0.00,0.590,QSO,2699.0,b,0.008
208.363033,15.035472,J135327.12+150207.7,18.347,17.774,17.151,16.68,16.469,16.327,15.439,14.983,13.812,13.032,9.983,7.449,0.0,0.0,0.00,0.00,0.124,QSO,2645.8,Alp,0.127
208.608706,14.697663,J135426.08+144151.5,18.285,18.169,17.883,17.52,17.552,16.424,15.515,14.756,13.886,12.97,10.152,7.614,0.0,0.0,0.00,0.00,0.214,QSO,4199.6,Alp,-0.009
208.658702,12.236956,J135438.08+121413.0,18.739,18.516,18.243,18.223,17.888,16.908,15.631,14.937,14.306,13.403,10.453,7.972,0.0,0.0,0.00,0.00,0.343,QSO,2327.3,Alp,-0.055
208.794709,14.004292,J135510.73+140015.4,19.592,18.794,18.077,17.626,17.41,16.525,15.886,14.878,14.578,13.922,10.599,8.715,0.0,0.0,0.00,0.00,0.206,QSO,2511.0,Alp,0.222
209.254008,8.619369,J135700.96+083709.7,18.156,17.852,17.877,17.747,17.564,17.621,16.021,14.993,13.853,12.838,10.164,7.757,0.0,0.0,0.00,0.00,0.445,QSO,2338.1,b,-0.013
209.442537,9.905848,J135746.20+095421.0,19.324,18.267,17.38,16.91,16.649,16.391,15.478,14.807,14.068,13.513,10.536,8.552,0.0,0.0,0.00,0.00,0.174,QSO,2189.6,Alp,0.254
209.531388,4.475924,J135807.53+042833.3,18.981,18.468,17.954,17.434,17.316,16.424,15.605,14.837,13.781,12.89,9.863,7.147,0.0,0.0,0.00,0.00,0.122,QSO,3919.7,Alp,0.165
209.599471,11.462709,J135823.87+112745.7,18.752,18.365,17.774,17.345,17.267,16.518,15.624,14.922,14.059,13.213,10.407,7.614,0.0,0.0,0.00,0.00,0.214,QSO,6975.3,Alp,0.250
209.669691,14.221519,J135840.72+141317.4,17.502,17.187,17.159,17.219,17.14,15.891,15.97,14.88,13.311,12.169,9.598,7.447,0.0,0.0,0.00,0.00,0.702,QSO,4068.2,b,-0.020
210.180771,10.519896,J140043.38+103111.6,18.044,17.956,17.859,17.866,17.732,16.623,16.093,14.972,13.732,12.423,9.625,7.477,0.0,0.0,0.00,0.00,0.886,QSO,3738.7,b,-0.024
210.207930,2.360862,J140049.90+022139.1,18.932,19.015,18.474,18.232,17.778,16.754,15.924,14.977,13.397,12.463,10.111,7.937,0.0,0.0,0.00,0.00,0.271,QSO,5875.8,Alp,0.126
210.356160,8.843884,J140125.47+085037.9,20.524,18.822,17.843,17.356,17.112,16.24,15.591,14.838,13.856,12.951,9.761,7.204,0.0,0.0,0.00,0.00,0.148,mrQSO,2229.1,b-mr,0.356
210.493954,12.015519,J140158.54+120055.8,18.399,18.202,18.056,17.965,17.66,16.911,16.36,14.921,13.848,12.798,9.924,7.554,0.0,0.0,0.00,0.00,0.382,QSO,3202.9,Alp,-0.331
210.627240,7.684045,J140230.53+074102.5,17.82,17.465,17.417,17.306,17.365,16.33,15.922,14.725,12.964,11.737,9.248,6.929,0.0,0.0,0.00,0.00,0.663,QSO,2623.4,b,-0.014
